timestamp,portfolio_value,btc_price,regime,risk_mode,position_size_pct,stop_loss_pct,daily_return,running_max,drawdown
2025-05-10 00:00:00,16229.256,102865.7,SIDEWAYS,CONSERVATIVE,0.4,0.08,,16229.256,0.0
2025-05-10 01:00:00,16242.789018108078,102987.5,SIDEWAYS,CONSERVATIVE,0.4,0.08,0.0008338655886677149,16242.789018108078,0.0
2025-05-10 02:00:00,16263.608953788096,103147.96,SIDEWAYS,CONSERVATIVE,0.4,0.08,0.0012817956113821971,16263.608953788096,0.0
2025-05-10 03:00:00,16274.640170197054,103226.24,SIDEWAYS,CONSERVATIVE,0.4,0.08,0.0006782760480961159,16274.640170197054,0.0
2025-05-10 04:00:00,16263.75201723368,103152.48,SIDEWAYS,CONSERVATIVE,0.4,0.08,-0.0006690257264988508,16274.640170197054,-0.0006690257264988041
2025-05-10 05:00:00,16295.371241987497,103361.0,SIDEWAYS,CONSERVATIVE,0.4,0.08,0.0019441531523791689,16295.371241987497,0.0
2025-05-10 06:00:00,16383.13154647558,103930.71,SIDEWAYS,CONSERVATIVE,0.4,0.08,0.005385597123553465,16383.13154647558,0.0
2025-05-10 07:00:00,16356.544407316738,103759.71,SIDEWAYS,CONSERVATIVE,0.4,0.08,-0.0016228362131757157,16383.13154647558,-0.0016228362131757467
2025-05-10 08:00:00,16337.034279212698,103634.92,SIDEWAYS,CONSERVATIVE,0.4,0.08,-0.001192802563805162,16383.13154647558,-0.002813703053785212
2025-05-10 09:00:00,16356.954223669614,103761.91,SIDEWAYS,CONSERVATIVE,0.4,0.08,0.0012193121539973983,16383.13154647558,-0.001597821682119
2025-05-10 10:00:00,16330.48214061938,103593.15,SIDEWAYS,CONSERVATIVE,0.4,0.08,-0.0016183992868260555,16383.13154647558,-0.0032136350554742656
2025-05-10 11:00:00,16305.664954915557,103434.94,SIDEWAYS,CONSERVATIVE,0.4,0.08,-0.0015196848133525176,16383.13154647558,-0.00472843615643729
2025-05-10 12:00:00,16346.612291721865,103695.98,SIDEWAYS,CONSERVATIVE,0.4,0.08,0.00251123379019047,16383.13154647558,-0.002229076574897646
2025-05-10 13:00:00,16336.083693627936,103628.86,SIDEWAYS,CONSERVATIVE,0.4,0.08,-0.0006440844075846774,16383.13154647558,-0.0028717252690170997
2025-05-10 14:00:00,16319.071976356085,103520.41,SIDEWAYS,CONSERVATIVE,0.4,0.08,-0.001041358356806521,16383.13154647558,-0.003910093130716327
2025-05-10 15:00:00,16259.207045239167,103138.77,SIDEWAYS,CONSERVATIVE,0.4,0.08,-0.003668402909408841,16383.13154647558,-0.007564152243108419
2025-05-10 16:00:00,16305.708876361718,103435.22,SIDEWAYS,CONSERVATIVE,0.4,0.08,0.002860030688653259,16383.13154647558,-0.004725755262004153
2025-05-10 17:00:00,16265.185067786242,103176.88,SIDEWAYS,CONSERVATIVE,0.4,0.08,-0.0024852527959837722,16383.13154647558,-0.007199263361509897
2025-05-10 18:00:00,16277.106603172695,103252.88,SIDEWAYS,CONSERVATIVE,0.4,0.08,0.0007329480320554804,16383.13154647558,-0.0064715920153674365
2025-05-10 19:00:00,16267.4548653789,103191.35,SIDEWAYS,CONSERVATIVE,0.4,0.08,-0.0005929639725965608,16383.13154647558,-0.007060718567053504
2025-05-10 20:00:00,16267.78113897895,103193.43,SIDEWAYS,CONSERVATIVE,0.4,0.08,2.00568314312477e-05,16383.13154647558,-0.007040803351264432
2025-05-10 21:00:00,16356.13853966949,103756.71,SIDEWAYS,CONSERVATIVE,0.4,0.08,0.005431435297517551,16383.13154647558,-0.0016476097215918457
2025-05-10 22:00:00,16331.225667957957,103597.89,SIDEWAYS,CONSERVATIVE,0.4,0.08,-0.0015231511796693908,16383.13154647558,-0.0031682513425701072
2025-05-10 23:00:00,16521.28631447955,104809.53,SIDEWAYS,CONSERVATIVE,0.4,0.08,0.011637867872617225,16521.28631447955,0.0
2025-05-11 00:00:00,16461.529618354958,104428.58,SIDEWAYS,CONSERVATIVE,0.4,0.08,-0.003616951790988532,16521.28631447955,-0.003616951790988478
2025-05-11 01:00:00,16415.528177994023,104135.32,SIDEWAYS,CONSERVATIVE,0.4,0.08,-0.002794481523129111,16521.28631447955,-0.006401325809167578
2025-05-11 02:00:00,16359.958136862384,103781.06,SIDEWAYS,CONSERVATIVE,0.4,0.08,-0.0033852118877377713,16521.28631447955,-0.009764867852678848
2025-05-11 03:00:00,16395.404312537077,104007.03,SIDEWAYS,CONSERVATIVE,0.4,0.08,0.002166642199091351,16521.28631447955,-0.007619382628345705
2025-05-11 04:00:00,16418.414444456008,104153.72,SIDEWAYS,CONSERVATIVE,0.4,0.08,0.001403450105913917,16521.28631447955,-0.006226625945788595
2025-05-11 05:00:00,16369.203601279194,103840.0,SIDEWAYS,CONSERVATIVE,0.4,0.08,-0.0029972957098443054,16521.28631447955,-0.009205258616398785
2025-05-11 06:00:00,16373.049865064402,103864.52,SIDEWAYS,CONSERVATIVE,0.4,0.08,0.00023496951219459383,16521.28631447955,-0.00897245205933082
2025-05-11 07:00:00,16297.904976552822,103385.47,SIDEWAYS,CONSERVATIVE,0.4,0.08,-0.004589547404477146,16521.28631447955,-0.01352081996974723
2025-05-11 08:00:00,16366.911842963456,103825.39,SIDEWAYS,CONSERVATIVE,0.4,0.08,0.004234094290641144,16521.28631447955,-0.009343974105744746
2025-05-11 09:00:00,16448.8802418607,104347.94,SIDEWAYS,CONSERVATIVE,0.4,0.08,0.0050081774548376146,16521.28631447955,-0.004382592931362087
2025-05-11 10:00:00,16495.320896683243,104644.0,SIDEWAYS,CONSERVATIVE,0.4,0.08,0.002823332296161718,16521.28631447955,-0.0015716341513644218
2025-05-11 11:00:00,16496.57736376805,104652.01,SIDEWAYS,CONSERVATIVE,0.4,0.08,7.617112105173796e-05,16521.28631447955,-0.0014955827434479196
2025-05-11 12:00:00,16488.716993528375,104601.9,SIDEWAYS,CONSERVATIVE,0.4,0.08,-0.00047648491358820433,16521.28631447955,-0.001971355034421829
