timestamp,signal,price,btc_amount,usd_amount,reason,portfolio_value,position_type,market_regime,portfolio_heat,position_size_pct,entry_price,entry_reason
2024-10-27 12:00:00,SELL,67400.0,0.00598763325,403.56648105,Technical: RSI overbought (60.1) or above BB upper,7690.443207,SELL,SIDEWAYS,0.0,,,
2024-10-27 13:00:00,SELL,67616.0,0.0050894882625,344.1308383572,Technical: RSI overbought (66.2) or above BB upper,7697.772070098,SELL,SIDEWAYS,0.0,,,
2024-10-27 14:00:00,SELL,67695.99,0.004326065023125,292.8572545448198,Technical: RSI overbought (68.1) or above BB upper,7700.079016372665,SELL,SIDEWAYS,0.0,,,
2024-10-27 15:00:00,SELL,67791.99,0.00367715526965625,249.28167326898384,Technical: RSI overbought (70.3) or above BB upper,7702.432395745244,SELL,SIDEWAYS,0.0,,,
2024-10-27 16:00:00,SELL,67828.0,0.0031255819792078126,212.0019744857075,Technical: RSI overbought (71.1) or above BB upper,7703.182743792386,SELL,SIDEWAYS,0.0,,,
2024-10-27 17:00:00,BUY,67759.7,0.01360896310693954,922.1392574372911,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7701.973039380367,BUY,SIDEWAYS,0.0,0.14182746878547106,,
2024-10-27 21:00:00,BUY,67930.01,0.011649557841773411,791.3545806872462,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7707.3072497994235,BUY,SIDEWAYS,0.007479408317928484,0.14182746878547106,,
2024-10-27 22:00:00,SELL,68124.0,0.006094347914778407,415.1713573463642,Technical: RSI overbought (69.7) or above BB upper,7715.643029617761,SELL,SIDEWAYS,0.01426028561076482,,,
2024-10-28 00:00:00,BUY,67859.91,0.010875367596586104,738.0014663212494,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7705.904498473525,BUY,SIDEWAYS,0.010118080843404558,0.14182746878547106,,
2024-10-28 07:00:00,SELL,68415.52,0.006772427834462711,463.3391719572403,Technical: RSI overbought (70.5) or above BB upper,7732.4355270628985,SELL,SIDEWAYS,0.01796837766701476,,,
2024-10-28 08:00:00,SELL,68328.0,0.005811911537168595,397.11629151165573,Technical: RSI overbought (67.1) or above BB upper,7728.849067387006,SELL,SIDEWAYS,0.013576100255918664,,,
2024-10-28 10:00:00,SELL,68625.87,0.004987622835046897,342.27995628695976,Technical: RSI overbought (72.1) or above BB upper,7739.324211776155,SELL,SIDEWAYS,0.010854554646605596,,,
2024-10-28 12:00:00,SELL,68908.01,0.00428024091309558,294.94288364199934,Technical: RSI overbought (76.2) or above BB upper,7747.838973983802,SELL,SIDEWAYS,0.008224909811026302,,,
2024-10-28 13:00:00,SELL,68819.99,0.0036731851785992207,252.7885672593466,Technical: RSI overbought (72.5) or above BB upper,7745.559346756517,SELL,STEADY_BULL,0.005318662778267051,,,
2024-10-28 14:00:00,SELL,68840.0,0.0031522266223381846,216.99928068176064,Technical: RSI overbought (72.9) or above BB upper,7746.004084685305,SELL,STEADY_BULL,0.0029439790592739956,,,
2024-10-28 15:00:00,BUY,68494.2,0.01132237957337515,775.5173309746722,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7739.408448700529,BUY,SIDEWAYS,0.0008281078930796726,0.1205533484676504,,
2024-10-28 17:00:00,SELL,68984.0,0.003664331924727818,252.78027349542378,Technical: RSI overbought (68.7) or above BB upper,7754.29637839759,SELL,SIDEWAYS,0.0076284004278083135,,,
2024-10-28 19:00:00,SELL,69629.98,0.0032225844413049693,224.38849019637618,Technical: RSI overbought (76.7) or above BB upper,7771.564460320283,SELL,STEADY_BULL,0.006088047925893017,,,
2024-10-28 22:00:00,SELL,69961.65,0.002834091096185903,198.27768933947445,Technical: RSI overbought (79.9) or above BB upper,7779.3616970276835,SELL,STEADY_BULL,0.004156205943860263,,,
2024-10-29 02:00:00,SELL,71190.05,0.0024924319246783385,177.43635333944715,Markov exit: UP-OVERBOUGHT→FLAT-OVERBOUGHT (75%),7804.758779856092,SELL,STEADY_BULL,0.002583901670251378,,,
2024-10-29 13:00:00,SELL,71804.0,0.0021919609103306942,157.39156120538516,Technical: RSI overbought (74.0) or above BB upper,7815.92192395788,SELL,STEADY_BULL,0.0004469807848558443,,,
2024-10-29 14:00:00,SELL,71867.09,0.0019277126828801299,138.53910087468773,Technical: RSI overbought (74.5) or above BB upper,7816.9307668868305,SELL,STEADY_BULL,0.0,,,
2024-10-29 18:00:00,SELL,73170.01,0.0016953204640753723,124.04661530959962,Technical: RSI overbought (82.6) or above BB upper,7835.253500905668,SELL,STEADY_BULL,0.0,,,
2024-10-29 19:00:00,SELL,72536.16,0.0014909439054053553,108.14734567350771,Technical: RSI overbought (69.2) or above BB upper,7827.414359094566,SELL,STEADY_BULL,0.0,,,
