timestamp,signal,price,btc_amount,usd_amount,reason,portfolio_value,position_type,kelly_multiplier,position_size_pct
2024-10-26 00:00:00,SELL,66736.0,0.048,3203.328,Trend Reversal,13338.88,SELL,1.0,
2024-10-26 01:00:00,SELL,66711.99,0.0192,1280.870208,Trend Reversal,13338.11168,SELL,1.0,
2024-10-26 02:00:00,SELL,66847.18,0.007680000000000001,513.3863424,Trend Reversal,13339.842111999998,SELL,1.0,
2024-10-26 03:00:00,SELL,66914.0,0.0030720000000000005,205.55980800000003,Trend Reversal,13340.184230399998,SELL,1.0,
2024-10-26 04:00:00,SELL,66948.07,0.0012288000000000004,82.26578841600003,Trend Reversal,13340.254005759998,SELL,1.0,
2024-10-26 05:00:00,BUY,67132.0,0.12399639519338225,8324.126002122137,Markov Aggressive: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),13340.404681216,BUY,1.0,0.62656146179402
2024-10-26 06:00:00,BUY,67170.03,0.04627881580631839,3108.54944607488,Markov Aggressive: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),13345.151418301204,BUY,1.0,0.62656146179402
2024-10-26 07:00:00,SELL,67007.99,0.10720116426075928,7183.334542773316,Trend Reversal,13317.42727994281,SELL,1.0,
2024-10-26 08:00:00,BUY,67134.65,0.08433279614563774,5661.652752758739,Markov Aggressive: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),13325.519998574764,BUY,1.0,0.62656146179402
2024-10-26 09:00:00,BUY,67054.75,0.03153064216658903,2114.279327820086,Markov Aggressive: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),13313.676737748287,BUY,1.0,0.62656146179402
2024-10-26 10:00:00,BUY,67053.96,0.011774895644347553,789.5533815402551,Markov Aggressive: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),13313.534729967096,BUY,1.0,0.62656146179402
2024-10-26 11:00:00,BUY,67138.0,0.004391695621525534,294.84966063798134,Markov Aggressive: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),13329.631044008745,BUY,1.0,0.62656146179402
2024-10-26 12:00:00,SELL,67034.11,0.12275797440867901,8228.971559888574,Trend Reversal,13309.276574832169,SELL,1.0,
2024-10-26 13:00:00,SELL,66894.0,0.04584255851630419,3066.5921093896527,Trend Reversal,13299.025384381788,SELL,1.0,
2024-10-26 14:00:00,SELL,66797.99,0.01711937803995074,1143.5400431188493,Trend Reversal,13296.402127788717,SELL,1.0,
2024-10-26 15:00:00,SELL,66886.49,0.006393035510234762,427.60770572496233,Trend Reversal,13297.305125622379,SELL,1.0,
2024-10-26 16:00:00,SELL,66979.99,0.0023874058356409913,159.90841899717526,Trend Reversal,13297.661391462592,SELL,1.0,
2024-10-26 17:00:00,BUY,67062.0,0.12334982842205076,8272.086193639569,Markov Aggressive: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),13297.778085460344,BUY,1.0,0.62656146179402
2024-10-26 18:00:00,BUY,67042.0,0.046077321321956834,3089.11577606663,Markov Aggressive: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),13295.282630411779,BUY,1.0,0.62656146179402
2024-10-26 19:00:00,BUY,67177.99,0.017172214884121333,1153.5948797633541,Markov Aggressive: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),13318.516531941073,BUY,1.0,0.62656146179402
2024-10-26 20:00:00,BUY,67265.46,0.0064044278531765085,430.79678558073033,Markov Aggressive: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),13334.962841527922,BUY,1.0,0.62656146179402
