timestamp,portfolio_value,btc_price,btc_holdings,cash_balance,active_positions,position_size_pct,kelly_multiplier,stop_losses_today,daily_return,running_max,drawdown
2024-10-26 00:00:00,13338.88,66736.0,0.032,11203.328,0,0.6,1.0,0,,13338.88,0.0
2024-10-26 01:00:00,13338.11168,66711.99,0.012800000000000002,12484.198208,0,0.6,1.0,0,-5.760003838395367e-05,13338.88,-5.760003838397386e-05
2024-10-26 02:00:00,13339.842111999998,66847.18,0.005120000000000001,12997.584550399999,0,0.6,1.0,0,0.0001297359057648162,13339.842111999998,0.0
2024-10-26 03:00:00,13340.184230399998,66914.0,0.0020480000000000008,13203.144358399999,0,0.6,1.0,0,2.5646360513720268e-05,13340.184230399998,0.0
2024-10-26 04:00:00,13340.254005759998,66948.07,0.0008192000000000004,13285.410146815999,0,0.6,1.0,0,5.230464496852605e-06,13340.254005759998,0.0
2024-10-26 05:00:00,13340.404681216,67132.0,0.12481559519338226,4961.284144693862,1,0.62656146179402,1.0,0,1.1294796631089454e-05,13340.404681216,0.0
2024-10-26 06:00:00,13345.151418301204,67170.03,0.17109441099970063,1852.7346986189818,2,0.62656146179402,1.0,0,0.00035581657368233266,13345.151418301204,0.0
2024-10-26 07:00:00,13317.42727994281,67007.99,0.06389324673894135,9036.069241392297,2,0.62656146179402,1.0,0,-0.0020774689989934148,13345.151418301204,-0.002077468998993377
2024-10-26 08:00:00,13325.519998574764,67134.65,0.14822604288457908,3374.4164886335584,3,0.62656146179402,1.0,0,0.0006076788302904479,13345.151418301204,-0.001471052602634245
2024-10-26 09:00:00,13313.676737748287,67054.75,0.1797566850511681,1260.1371608134723,4,0.62656146179402,1.0,0,-0.0008887653785926153,13345.151418301204,-0.0023585105606036046
2024-10-26 10:00:00,13313.534729967096,67053.96,0.19153158069551565,470.58377927321715,5,0.62656146179402,1.0,0,-1.0666308337570207e-05,13345.151418301204,-0.0023691517123402644
2024-10-26 11:00:00,13329.631044008745,67138.0,0.19592327631704118,175.7341186352358,6,0.62656146179402,1.0,0,0.0012090188194289198,13345.151418301204,-0.0011629972419177205
2024-10-26 12:00:00,13309.276574832169,67034.11,0.07316530190836217,8404.70567852381,4,0.62656146179402,1.0,0,-0.0015270091954814324,13345.151418301204,-0.0026882305299164504
2024-10-26 13:00:00,13299.025384381788,66894.0,0.027322743392057973,11471.297787913461,3,0.62656146179402,1.0,0,-0.0007702289747112401,13345.151418301204,-0.0034563889515828086
2024-10-26 14:00:00,13296.402127788717,66797.99,0.010203365352107231,12614.837831032311,2,0.62656146179402,1.0,0,-0.00019725179231189216,13345.151418301204,-0.0036529589649791257
2024-10-26 15:00:00,13297.305125622379,66886.49,0.0038103298418724696,13042.445536757274,1,0.62656146179402,1.0,0,6.791294554608918e-05,13345.151418301204,-0.0035852941026364073
2024-10-26 16:00:00,13297.661391462592,66979.99,0.0014229240062314783,13202.353955754448,1,0.62656146179402,1.0,0,2.6792333999159368e-05,13345.151418301204,-0.0035585978270344077
2024-10-26 17:00:00,13297.778085460344,67062.0,0.12477275242828224,4930.26776211488,2,0.62656146179402,1.0,0,8.775527840398922e-06,13345.151418301204,-0.0035498535277683854
2024-10-26 18:00:00,13295.282630411779,67042.0,0.17085007375023908,1841.1519860482495,3,0.62656146179402,1.0,0,-0.0001876595497780631,13345.151418301204,-0.0037368469136316
2024-10-26 19:00:00,13318.516531941073,67177.99,0.1880222886343604,687.5571062848953,4,0.62656146179402,1.0,0,0.001747529719763108,13345.151418301204,-0.001995847444908284
2024-10-26 20:00:00,13334.962841527922,67265.46,0.19442671648753693,256.760320704165,5,0.62656146179402,1.0,0,0.0012348454535011655,13345.151418301204,-0.0007634665545502622
2024-10-26 21:00:00,13317.728857378466,67176.82,0.19682153246529685,95.88419883306202,6,0.62656146179402,1.0,0,-0.0012923908640963822,13345.151418301204,-0.002054870721446534
2024-10-26 22:00:00,13308.907316293371,67132.0,0.19682153246529685,95.88419883306202,6,0.62656146179402,1.0,0,-0.0006623908009816271,13345.151418301204,-0.0027159003949650874
2024-10-26 23:00:00,13301.184039359432,67092.76,0.19682153246529685,95.88419883306202,6,0.62656146179402,1.0,0,-0.0005803088676170631,13345.151418301204,-0.0032946332014994065
2024-10-27 00:00:00,13285.849673765064,67014.85,0.0735007453713013,8360.208247819111,5,0.62656146179402,1.0,0,-0.0011528571854199088,13345.151418301204,-0.004443692145359644
2024-10-27 01:00:00,13290.266333554424,67074.94,0.027448010908508715,11449.192648746855,4,0.62656146179402,1.0,0,0.000332433370677121,13345.151418301204,-0.0041127360062406014
2024-10-27 02:00:00,13289.691572206,67054.0,0.010250145070335288,12602.378344659737,3,0.62656146179402,1.0,0,-4.324678934175541e-05,13345.151418301204,-0.00415580493295472
2024-10-27 03:00:00,13292.106198880218,67289.57,0.1275961854405042,4706.2137469484305,4,0.62656146179402,1.0,0,0.0001816917015040609,13345.151418301204,-0.003974868306720122
2024-10-27 04:00:00,13275.573561132693,67160.0,0.17150226293906168,1757.4815821453099,5,0.62656146179402,1.0,0,-0.0012437936847748965,13345.151418301204,-0.005213718075397338
2024-10-27 05:00:00,13279.315740510025,67181.82,0.18789315900566173,656.3113529602776,6,0.62656146179402,1.0,0,0.00028188457245170717,13345.151418301204,-0.004933303169636134
2024-10-27 06:00:00,13280.101133914666,67186.0,0.19401377045302878,245.0919522574751,7,0.62656146179402,1.0,0,5.91441170605389e-05,13345.151418301204,-0.00487445082843568
2024-10-27 07:00:00,13283.595321920526,67204.01,0.19629883010765942,91.52678037708137,8,0.62656146179402,1.0,0,0.00026311456295591285,13345.151418301204,-0.0046126188044791966
2024-10-27 08:00:00,13287.911933194595,67226.0,0.19629883010765942,91.52678037708137,8,0.62656146179402,1.0,0,0.00032495805310683856,13345.151418301204,-0.00428915965899888
2024-10-27 09:00:00,13272.885257749853,67149.45,0.19629883010765942,91.52678037708137,8,0.62656146179402,1.0,0,-0.0011308530279466877,13345.151418301204,-0.005415162277757845
2024-10-27 10:00:00,13260.822694639737,67088.0,0.19629883010765942,91.52678037708137,8,0.62656146179402,1.0,0,-0.0009088124304451606,13345.151418301204,-0.0063190533414121215
2024-10-27 11:00:00,13268.682499797247,67128.04,0.19629883010765942,91.52678037708137,8,0.62656146179402,1.0,0,0.0005927087133656972,13345.151418301204,-0.005730089986022145
2024-10-27 12:00:00,13322.067929633327,67400.0,0.19629883010765942,91.52678037708137,8,0.62656146179402,1.0,0,0.00402341602769507,13345.151418301204,-0.001729728494217055
2024-10-27 13:00:00,13364.468476936581,67616.0,0.19629883010765942,91.52678037708137,8,0.62656146179402,1.0,0,0.0031827301532474372,13364.468476936581,0.0
2024-10-27 14:00:00,13380.170420356893,67695.99,0.19629883010765942,91.52678037708137,8,0.62656146179402,1.0,0,0.0011749022003688658,13380.170420356893,0.0
2024-10-27 15:00:00,13399.01510804723,67791.99,0.19629883010765942,91.52678037708137,8,0.62656146179402,1.0,0,0.0014084041606574615,13399.01510804723,0.0
2024-10-27 16:00:00,13406.083828919405,67828.0,0.19629883010765942,91.52678037708137,8,0.62656146179402,1.0,0,0.0005275552579928622,13406.083828919405,0.0
2024-10-27 17:00:00,13392.676618823052,67759.7,0.19629883010765942,91.52678037708137,8,0.62656146179402,1.0,0,-0.0010000840116657361,13406.083828919405,-0.001000084011665752
2024-10-27 18:00:00,13353.475742450551,67560.0,0.19629883010765942,91.52678037708137,8,0.62656146179402,1.0,0,-0.002927038223069278,13406.083828919405,-0.003924194950606561
2024-10-27 19:00:00,13410.402403181773,67850.0,0.19629883010765942,91.52678037708137,8,0.62656146179402,1.0,0,0.004263059433301963,13410.402403181773,0.0
2024-10-27 20:00:00,13393.1300691206,67762.01,0.19629883010765942,91.52678037708137,8,0.62656146179402,1.0,0,-0.0012879802963314813,13410.402403181773,-0.0012879802963314277
2024-10-27 21:00:00,13426.108272578686,67930.01,0.19629883010765942,91.52678037708137,8,0.62656146179402,1.0,0,0.0024623223464483868,13426.108272578686,0.0
2024-10-27 22:00:00,13464.188282631272,68124.0,0.19629883010765942,91.52678037708137,8,0.62656146179402,1.0,0,0.0028362656757625615,13464.188282631272,0.0
2024-10-27 23:00:00,13444.106912311257,68021.7,0.19629883010765942,91.52678037708137,8,0.62656146179402,1.0,0,-0.001491465352272292,13464.188282631272,-0.00149146535227226
2024-10-28 00:00:00,13412.34772458814,67859.91,0.19629883010765942,91.52678037708137,8,0.62656146179402,1.0,0,-0.0023623129398081533,13464.188282631272,-0.0038502549841794606
2024-10-28 01:00:00,13391.14352495991,67751.89,0.19629883010765942,91.52678037708137,8,0.62656146179402,1.0,0,-0.0015809461597358077,13464.188282631272,-0.005425114098084078
2024-10-28 02:00:00,13401.370694008521,67803.99,0.19629883010765942,91.52678037708137,8,0.62656146179402,1.0,0,0.0007637263411857109,13464.188282631272,-0.0046655310594390055
2024-10-28 03:00:00,13386.373463388294,67727.59,0.19629883010765942,91.52678037708137,8,0.62656146179402,1.0,0,-0.0011190818433917116,13464.188282631272,-0.005779391791732349
2024-10-28 04:00:00,13389.651653851091,67744.29,0.19629883010765942,91.52678037708137,8,0.62656146179402,1.0,0,0.00024489010946560086,13464.188282631272,-0.0055359169981552174
2024-10-28 05:00:00,13422.150888163718,67909.85,0.19629883010765942,91.52678037708137,8,0.62656146179402,1.0,0,0.0024271904268158284,13464.188282631272,-0.0031221632960809005
2024-10-28 06:00:00,13431.828420488024,67959.15,0.19629883010765942,91.52678037708137,8,0.62656146179402,1.0,0,0.0007210120348772886,13464.188282631272,-0.002403402378514896
2024-10-28 07:00:00,13521.413317584258,68415.52,0.19629883010765942,91.52678037708137,8,0.62656146179402,1.0,0,0.006669598083875794,13521.413317584258,0.0
