timestamp,portfolio_value,btc_price,btc_holdings,cash_balance,active_positions,position_size_pct,kelly_multiplier,stop_losses_today,daily_return,running_max,drawdown
2025-05-10 00:00:00,16229.256,102865.7,0.1364657986468638,2191.6060961313015,1,0.7260492379835873,1.0,0,,16229.256,0.0
2025-05-10 01:00:00,16245.877534275189,102987.5,0.1519163527049419,600.3921600749854,2,0.7260492379835873,1.0,0,0.0010241710572060914,16245.877534275189,0.0
2025-05-10 02:00:00,16270.254032230227,103147.96,0.1561424592640417,164.4778897612223,3,0.7260492379835873,1.0,0,0.0015004728371001974,16270.254032230227,0.0
2025-05-10 03:00:00,16282.476863941412,103226.24,0.157299326418423,45.058843234938365,4,0.7260492379835873,1.0,0,0.0007512379147229797,16282.476863941412,0.0
2025-05-10 04:00:00,16270.874465624787,103152.48,0.157299326418423,45.058843234938365,4,0.7260492379835873,1.0,0,-0.0007125696178521546,16282.476863941412,-0.0007125696178521443
2025-05-10 05:00:00,16303.674521169558,103361.0,0.157299326418423,45.058843234938365,4,0.7260492379835873,1.0,0,0.0020158753983423594,16303.674521169558,0.0
2025-05-10 06:00:00,16393.2895204234,103930.71,0.157299326418423,45.058843234938365,4,0.7260492379835873,1.0,0,0.005496613609250023,16393.2895204234,0.0
2025-05-10 07:00:00,16366.39133560585,103759.71,0.157299326418423,45.058843234938365,4,0.7260492379835873,1.0,0,-0.0016408045977618357,16393.2895204234,-0.001640804597761842
2025-05-10 08:00:00,16346.761952662093,103634.92,0.157299326418423,45.058843234938365,4,0.7260492379835873,1.0,0,-0.001199371476658495,16393.2895204234,-0.002838208140187009
2025-05-10 09:00:00,16366.73739412397,103761.91,0.157299326418423,45.058843234938365,4,0.7260492379835873,1.0,0,0.0012219815471543605,16393.2895204234,-0.0016196948310070376
2025-05-10 10:00:00,16340.191559797595,103593.15,0.157299326418423,45.058843234938365,4,0.7260492379835873,1.0,0,-0.0016219380617608081,16393.2895204234,-0.0032390058480730524
2025-05-10 11:00:00,16315.305233364938,103434.94,0.157299326418423,45.058843234938365,4,0.7260492379835873,1.0,0,-0.00152301313859049,16393.2895204234,-0.004757085938200968
2025-05-10 12:00:00,16356.366649533202,103695.98,0.157299326418423,45.058843234938365,4,0.7260492379835873,1.0,0,0.002516742137578465,16393.2895204234,-0.002252316159255239
2025-05-10 13:00:00,16345.808718743998,103628.86,0.157299326418423,45.058843234938365,4,0.7260492379835873,1.0,0,-0.0006454936487685359,16393.2895204234,-0.0028963559522480046
2025-05-10 14:00:00,16328.74960679392,103520.41,0.157299326418423,45.058843234938365,4,0.7260492379835873,1.0,0,-0.0010436382955171242,16393.2895204234,-0.003936971499775897
2025-05-10 15:00:00,16268.717891859593,103138.77,0.157299326418423,45.058843234938365,4,0.7260492379835873,1.0,0,-0.003676442861818896,16393.2895204234,-0.007598940310827304
2025-05-10 16:00:00,16315.349277176334,103435.22,0.157299326418423,45.058843234938365,4,0.7260492379835873,1.0,0,0.0028663220806155465,16393.2895204234,-0.004754399240614032
2025-05-10 17:00:00,16274.7125691894,103176.88,0.157299326418423,45.058843234938365,4,0.7260492379835873,1.0,0,-0.002490704139799238,16393.2895204234,-0.00723326157854245
2025-05-10 18:00:00,16286.667317997199,103252.88,0.157299326418423,45.058843234938365,4,0.7260492379835873,1.0,0,0.0007345597507160129,16393.2895204234,-0.006504015090648421
2025-05-10 19:00:00,16276.988690442673,103191.35,0.157299326418423,45.058843234938365,4,0.7260492379835873,1.0,0,-0.0005942669157262825,16393.2895204234,-0.007094416885386903
2025-05-10 20:00:00,16277.315873041622,103193.43,0.157299326418423,45.058843234938365,4,0.7260492379835873,1.0,0,2.0100929303934478e-05,16393.2895204234,-0.007074458560455166
2025-05-10 21:00:00,16365.919437626593,103756.71,0.157299326418423,45.058843234938365,4,0.7260492379835873,1.0,0,0.005443376861151705,16393.2895204234,-0.001669590643336656
2025-05-10 22:00:00,16340.937158604818,103597.89,0.157299326418423,45.058843234938365,4,0.7260492379835873,1.0,0,-0.0015264818525464463,16393.2895204234,-0.0031935238960649173
2025-05-10 23:00:00,16531.52731446644,104809.53,0.157299326418423,45.058843234938365,4,0.7260492379835873,1.0,0,0.011663355290566058,16531.52731446644,0.0
2025-05-11 00:00:00,16471.60413606734,104428.58,0.157299326418423,45.058843234938365,4,0.7260492379835873,1.0,0,-0.003624781743345684,16531.52731446644,-0.003624781743345663
2025-05-11 01:00:00,16425.474535601872,104135.32,0.157299326418423,45.058843234938365,4,0.7260492379835873,1.0,0,-0.0028005530053056837,16531.52731446644,-0.006415183355246428
