timestamp,signal,price,btc_amount,usd_amount,reason,portfolio_value,position_type,borrowed_amount,leverage,loan_repayment
2024-10-10 16:00:00,BUY,60298.12,0.020730331227573926,1250.0,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7406.9535214966,SPOT BUY,0.0,1.0,
2024-10-10 19:00:00,BUY,59727.28,0.01569634512068857,937.5,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7372.333282122452,SPOT BUY,0.0,1.0,
2024-10-10 20:00:00,BUY,59799.83,0.011757976569498608,703.125,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7377.8720561067685,SPOT BUY,0.0,1.0,
2024-10-10 21:00:00,BUY,60198.77,0.00876004194105627,527.34375,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7413.019550933479,SPOT BUY,0.0,1.0,
2024-10-10 22:00:00,BUY,60148.01,0.006575576024875968,395.5078125,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7408.102823130646,SPOT BUY,0.0,1.0,
2024-10-10 23:00:00,BUY,60326.39,0.004917099454732829,296.630859375,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7426.554062511779,SPOT BUY,0.0,1.0,
2024-10-11 00:00:00,BUY,60194.01,0.0036959349365701007,222.47314453125,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7412.210037495478,SPOT BUY,0.0,1.0,
2024-10-11 01:00:00,BUY,60578.55,0.0027543554343647625,166.8548583984375,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7455.298075305625,SPOT BUY,0.0,1.0,
2024-10-11 02:00:00,BUY,60553.31,0.002066627634374209,125.14114379882814,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7452.400391661121,SPOT BUY,0.0,1.0,
2024-10-11 03:00:00,BUY,60614.0,0.0015484188116461723,93.8558578491211,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7459.493343833652,SPOT BUY,0.0,1.0,
2024-10-11 04:00:00,BUY,60699.99,0.001159668945362937,70.39189338684082,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7469.676302176394,SPOT BUY,0.0,1.0,
2024-10-11 05:00:00,BUY,60600.0,0.0008711867993420894,52.793920040130615,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7457.71950486563,SPOT BUY,0.0,1.0,
2024-10-11 06:00:00,BUY,60800.0,0.0006512407899687165,39.59544003009796,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7481.809728445647,SPOT BUY,0.0,1.0,
2024-10-11 07:00:00,BUY,60674.69,0.000489439336609276,29.69658002257347,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7466.634391878197,SPOT BUY,0.0,1.0,
2024-10-11 13:00:00,SELL,61676.0,0.03039794950666611,1874.8239337731388,Technical: RSI overbought (68.0) or above BB upper,7588.385475160276,SELL,,1.0,0.0
2024-10-11 14:00:00,SELL,61753.65,0.022798462129999583,1407.8882509142488,Technical: RSI overbought (69.0) or above BB upper,7595.466677497854,SELL,,1.0,0.0
2024-10-11 15:00:00,SELL,62259.05,0.017098846597499686,1064.5579452560628,Markov exit: FLAT-OVERBOUGHT→FLAT-OVERBOUGHT (73%),7630.033705779359,SELL,,1.0,0.0
2024-10-11 16:00:00,SELL,62272.0,0.012824134948124764,798.5845314896253,Markov exit: FLAT-OVERBOUGHT→FLAT-OVERBOUGHT (73%),7630.697995969672,SELL,,1.0,0.0
2024-10-11 17:00:00,SELL,62918.0,0.009618101211093574,605.1516919995854,Markov exit: UP-OVERBOUGHT→FLAT-OVERBOUGHT (80%),7655.551169499138,SELL,,1.0,0.0
2024-10-11 18:00:00,SELL,62922.08,0.00721357590832018,453.8932003893951,Markov exit: FLAT-OVERBOUGHT→FLAT-OVERBOUGHT (73%),7655.668895057962,SELL,,1.0,0.0
2024-10-11 19:00:00,SELL,63086.01,0.005410181931240135,341.3067914160345,Markov exit: FLAT-OVERBOUGHT→FLAT-OVERBOUGHT (73%),7659.216459553914,SELL,,1.0,0.0
2024-10-11 20:00:00,SELL,62993.68,0.004057636448430102,255.60545198874235,Markov exit: FLAT-OVERBOUGHT→FLAT-OVERBOUGHT (73%),7657.71789326078,SELL,,1.0,0.0
2024-10-11 21:00:00,SELL,62848.48,0.0030432273363225765,191.26221238232273,Markov exit: FLAT-OVERBOUGHT→FLAT-OVERBOUGHT (73%),7655.950386823844,SELL,,1.0,0.0
2024-10-11 22:00:00,BUY,62450.27,0.02835121349225903,1770.540937419219,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7652.314856151053,SPOT BUY,0.0,1.0,
2024-10-11 23:00:00,SELL,62540.0,0.009370223875306689,586.0138011616804,Technical: RSI overbought (65.0) or above BB upper,7655.678016904379,SELL,,1.0,0.0
2024-10-12 00:00:00,SELL,62840.0,0.0070276679064800165,441.6186512432042,Technical: RSI overbought (68.7) or above BB upper,7664.111218392154,SELL,,1.0,0.0
2024-10-12 01:00:00,SELL,62733.67,0.005270750929860012,330.6535494860311,Technical: RSI overbought (66.1) or above BB upper,7661.869462606666,SELL,,1.0,0.0
2024-10-12 02:00:00,BUY,62554.97,0.026656190603834406,1667.4772035371432,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7659.043813033168,SPOT BUY,0.0,1.0,
2024-10-12 03:00:00,BUY,62568.0,0.019987979520727166,1250.6079026528573,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7659.597176850584,SPOT BUY,0.0,1.0,
2024-10-12 04:00:00,BUY,62583.58,0.014987252678572286,937.955926989643,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7660.570247919586,SPOT BUY,0.0,1.0,
2024-10-12 05:00:00,SELL,62778.01,0.019360918898178474,1215.4399601990372,Technical: RSI overbought (65.2) or above BB upper,7675.6276217650775,SELL,,1.0,0.0
2024-10-12 06:00:00,BUY,62679.91,0.01607096971409167,1007.3269352919916,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7669.929703333344,SPOT BUY,0.0,1.0,
2024-10-12 07:00:00,BUY,62767.57,0.012036393976523126,755.4952014689936,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7676.430018990325,SPOT BUY,0.0,1.0,
2024-10-12 08:00:00,BUY,62725.58,0.009033338569396174,566.6214011017453,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7672.810895835352,SPOT BUY,0.0,1.0,
2024-10-12 09:00:00,BUY,62843.32,0.006762310629456066,424.96605082630896,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7684.022505892661,SPOT BUY,0.0,1.0,
2024-10-12 10:00:00,SELL,63043.73,0.025496442396000615,1607.3908303740159,Technical: RSI overbought (68.1) or above BB upper,7704.46147397499,SELL,,1.0,0.0
2024-10-12 11:00:00,BUY,62936.91,0.011449120169916758,720.5722457132357,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7696.290884044768,SPOT BUY,0.0,1.0,
2024-10-12 12:00:00,SELL,63056.26,0.02198461183947965,1386.2674001493072,Technical: RSI overbought (66.6) or above BB upper,7706.786337736935,SELL,,1.0,0.0
2024-10-12 13:00:00,SELL,63072.12,0.016488458879609737,1039.962057069811,Technical: RSI overbought (66.9) or above BB upper,7707.832365568258,SELL,,1.0,0.0
2024-10-12 14:00:00,SELL,63234.99,0.012366344159707303,781.9856492756496,Technical: RSI overbought (69.7) or above BB upper,7715.888791461423,SELL,,1.0,0.0
2024-10-12 15:00:00,SELL,63157.49,0.009274758119780476,585.7704432024542,Technical: RSI overbought (66.8) or above BB upper,7713.013616444291,SELL,,1.0,0.0
2024-10-12 16:00:00,BUY,63064.06,0.023609732258107585,1488.9255717092321,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7710.413994490898,SPOT BUY,0.0,1.0,
2024-10-12 17:00:00,BUY,63103.47,0.017696240456854816,1116.6941787819242,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7712.441008691692,SPOT BUY,0.0,1.0,
2024-10-12 18:00:00,BUY,62936.01,0.013307494931541467,837.5206340864431,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7700.864457516629,SPOT BUY,0.0,1.0,
2024-10-12 19:00:00,BUY,63000.01,0.009970482156508106,628.1404755648323,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7706.1404730050035,SPOT BUY,0.0,1.0,
2024-10-12 20:00:00,BUY,63043.29,0.007472727972693434,471.1053566736242,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7710.1399009467505,SPOT BUY,0.0,1.0,
2024-10-12 21:00:00,BUY,63221.16,0.005588777831745229,353.3290175052182,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7727.905725903011,SPOT BUY,0.0,1.0,
2024-10-12 22:00:00,SELL,63296.63,0.02636743249169802,1668.9696184769875,Technical: RSI overbought (66.5) or above BB upper,7735.865526423605,SELL,,1.0,0.0
2024-10-12 23:00:00,BUY,63206.22,0.010793861233090042,682.2391677481605,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7728.713887708882,SPOT BUY,0.0,1.0,
2024-10-13 00:00:00,BUY,63190.23,0.008097444427898432,511.6793758111204,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7727.276448131138,SPOT BUY,0.0,1.0,
2024-10-13 01:00:00,BUY,62879.26,0.0061031178143371966,383.7595318583403,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7696.803377363911,SPOT BUY,0.0,1.0,
2024-10-13 02:00:00,BUY,62867.2,0.004578216445042172,287.81964889375524,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7695.547970909248,SPOT BUY,0.0,1.0,
2024-10-13 03:00:00,BUY,62712.31,0.0034421429647594937,215.86473667031643,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7678.715309856065,SPOT BUY,0.0,1.0,
2024-10-13 04:00:00,BUY,62814.0,0.002577427842562762,161.89855250273732,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7690.116495757896,SPOT BUY,0.0,1.0,
2024-10-13 05:00:00,BUY,62853.92,0.0019318431432288233,121.423914377053,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7694.69510052535,SPOT BUY,0.0,1.0,
2024-10-13 06:00:00,BUY,62867.29,0.0014485742233010161,91.06793578278975,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7696.2543948428465,SPOT BUY,0.0,1.0,
2024-10-13 07:00:00,BUY,62843.48,0.0010868422919464726,68.30095183709231,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7693.443030865042,SPOT BUY,0.0,1.0,
2024-10-13 08:00:00,BUY,62809.99,0.000815566343472101,51.22571387781923,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7689.452303259367,SPOT BUY,0.0,1.0,
2024-10-13 09:00:00,BUY,62830.0,0.0006114799523852367,38.41928540836442,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7691.853049716804,SPOT BUY,0.0,1.0,
2024-10-13 10:00:00,BUY,62700.99,0.0004595535741345283,28.814464056273316,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),7676.295886802394,SPOT BUY,0.0,1.0,
2024-10-14 03:00:00,SELL,64299.99,0.03026209193281308,1945.8522086589617,Markov exit: UP-OVERBOUGHT→FLAT-OVERBOUGHT (80%),7869.852226804667,SELL,,1.0,0.0
2024-10-14 04:00:00,SELL,64137.99,0.02269656894960981,1455.7123123243846,Markov exit: FLAT-OVERBOUGHT→FLAT-OVERBOUGHT (73%),7855.14485012532,SELL,,1.0,0.0
2024-10-14 05:00:00,SELL,63941.54,0.01702242671220736,1088.4401785156754,Technical: RSI overbought (66.2) or above BB upper,7841.768627214868,SELL,,1.0,0.0
2024-10-14 06:00:00,SELL,64095.99,0.01276682003415552,818.3019692410319,Technical: RSI overbought (67.9) or above BB upper,7849.655968631969,SELL,,1.0,0.0
2024-10-14 07:00:00,SELL,64620.87,0.00957511502561664,618.7522633054195,Markov exit: FLAT-OVERBOUGHT→FLAT-OVERBOUGHT (73%),7869.759114130551,SELL,,1.0,0.0
2024-10-14 08:00:00,SELL,64427.99,0.0071813362692124795,462.67906133945894,Technical: RSI overbought (68.6) or above BB upper,7864.218569572128,SELL,,1.0,0.0
2024-10-14 09:00:00,SELL,64822.23,0.00538600220190936,349.13267351267496,Markov exit: FLAT-OVERBOUGHT→FLAT-OVERBOUGHT (73%),7872.712079604451,SELL,,1.0,0.0
2024-10-14 10:00:00,SELL,64860.18,0.00403950165143202,262.0028042221781,Markov exit: FLAT-OVERBOUGHT→FLAT-OVERBOUGHT (73%),7873.325275955139,SELL,,1.0,0.0
2024-10-14 11:00:00,SELL,64920.06,0.0030296262385740153,196.6835171857994,Markov exit: FLAT-OVERBOUGHT→FLAT-OVERBOUGHT (73%),7874.0509320318015,SELL,,1.0,0.0
2024-10-14 12:00:00,SELL,64868.05,0.0022722196789305114,147.39445974384836,Markov exit: FLAT-OVERBOUGHT→FLAT-OVERBOUGHT (73%),7873.578219449797,SELL,,1.0,0.0
2024-10-14 13:00:00,SELL,65150.01,0.0017041647591978836,111.02635110338971,Markov exit: FLAT-OVERBOUGHT→FLAT-OVERBOUGHT (73%),7875.500244631811,SELL,,1.0,0.0
