timestamp,portfolio_value,btc_price,position,btc_holdings,cash_balance,active_positions,stop_losses_today,daily_return,running_max,drawdown
2025-02-12 15:00:00,8824.747635039901,95816.18,Mixed: 0.0530 BTC + $3750.00 cash,0.05296336834801701,3750.0,1,0,,8824.747635039901,0.0
2025-02-12 16:00:00,8886.712657472346,96986.14,Mixed: 0.0397 BTC + $5034.18 cash,0.039722526261012754,5034.178164368086,0,0,0.007021733084627169,8886.712657472346,0.0
2025-02-12 17:00:00,8901.360339031095,97354.89,Mixed: 0.0298 BTC + $6000.97 cash,0.029791894695759567,6000.973708033838,0,0,0.001648267714207341,8901.360339031095,0.0
2025-02-12 18:00:00,8888.44674435627,96921.43,Mixed: 0.0453 BTC + $4500.73 cash,0.045270859740006844,4500.730281025379,1,0,-0.0014507439518205434,8901.360339031095,-0.0014507439518205531
2025-02-12 19:00:00,8901.28691830433,97205.06,Mixed: 0.0568 BTC + $3375.55 cash,0.05684620952381794,3375.547710769034,2,0,0.0014445914249543446,8901.360339031095,-8.248259138905844e-06
2025-02-12 20:00:00,8891.064832907756,97025.24,Mixed: 0.0655 BTC + $2531.66 cash,0.06554381158790208,2531.6607830767753,3,0,-0.0011483828676001062,8901.360339031095,-0.0011566216545795336
2025-02-12 21:00:00,8931.784581294858,97646.5,Mixed: 0.0492 BTC + $4131.69 cash,0.049157858690926565,4131.691732631296,2,0,0.004579850574971678,8931.784581294858,0.0
2025-02-12 22:00:00,8939.653279735514,97806.57,Mixed: 0.0597 BTC + $3098.77 cash,0.05971873341700912,3098.768799473472,3,0,0.0008809771853584003,8939.653279735514,0.0
2025-02-12 23:00:00,8943.440641808822,97869.99,Mixed: 0.0676 BTC + $2324.08 cash,0.06763425685650644,2324.076599605104,4,0,0.00042365872084704215,8943.440641808822,0.0
2025-02-13 00:00:00,8939.985883968591,97818.91,Mixed: 0.0736 BTC + $1743.06 cash,0.07357399948808224,1743.057449703828,5,0,-0.00038628957004316344,8943.440641808822,-0.0003862895700431475
2025-02-13 01:00:00,8952.293342602958,97986.19,Mixed: 0.0780 BTC + $1307.29 cash,0.07802120130729735,1307.293087277871,6,0,0.0013766753990558378,8952.293342602958,0.0
2025-02-13 02:00:00,8912.305136296929,97473.66,Mixed: 0.0814 BTC + $980.47 cash,0.0813741406738859,980.4698154584033,7,0,-0.004466811438777252,8952.293342602958,-0.00446681143877728
2025-02-13 03:00:00,8914.319960020013,97498.42,Mixed: 0.0839 BTC + $735.35 cash,0.08388820658248833,735.3523615938025,8,0,0.00022607212076697358,8952.293342602958,-0.004241749139545432
2025-02-13 04:00:00,8866.423149589678,96927.46,Mixed: 0.0858 BTC + $551.51 cash,0.0857848630139934,551.5142711953519,9,0,-0.005373018990248113,8952.293342602958,-0.009591977131114848
