timestamp,signal,price,btc_amount,usd_amount,reason,regime,risk_mode,portfolio_value
2024-10-26 00:00:00,BUY,66736.0,0.04795013186286262,3200.0,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),SIDEWAYS,CONSERVATIVE,13338.880000000001
2024-10-26 01:00:00,BUY,66711.99,0.028780433622201944,1920.0,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),SIDEWAYS,CONSERVATIVE,13335.807917333976
2024-10-26 02:00:00,BUY,66847.18,0.017233337292612793,1152.0,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),SIDEWAYS,CONSERVATIVE,13356.996322481898
2024-10-26 03:00:00,BUY,66914.0,0.010329676898705802,691.2,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),SIDEWAYS,CONSERVATIVE,13368.620590465503
2024-10-26 04:00:00,BUY,66948.07,0.006194652063905651,414.72,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),SIDEWAYS,CONSERVATIVE,13374.899472725081
2024-10-26 05:00:00,BUY,67132.0,0.0037066078770184112,248.832,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),SIDEWAYS,CONSERVATIVE,13409.935973189069
2024-10-26 06:00:00,BUY,67170.03,0.0022227055727085426,149.29919999999998,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),SIDEWAYS,CONSERVATIVE,13417.321202939716
2024-10-26 07:00:00,BUY,67007.99,0.0013368483370415974,89.57951999999999,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),SIDEWAYS,CONSERVATIVE,13385.493703917127
2024-10-26 08:00:00,BUY,67134.65,0.0008005956983465317,53.74771199999998,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),SIDEWAYS,CONSERVATIVE,13410.541275401261
2024-11-06 02:00:00,SELL,73077.05,0.09530639482819388,6964.710180179665,Markov Exit MODERATE: UP-OVERBOUGHT→FLAT-OVERBOUGHT (67%),BULL_HIGH_VOL,MODERATE,14590.434443374303
2024-11-06 03:00:00,SELL,74348.53,0.04955932531066081,3684.6629846394244,Markov Exit MODERATE: UP-OVERBOUGHT→FLAT-OVERBOUGHT (67%),BULL_HIGH_VOL,MODERATE,14721.712966178467
2024-11-06 04:00:00,BUY,74261.07,0.06935528227310975,5150.397471753163,Aggressive Momentum (MODERATE),BULL_HIGH_VOL,MODERATE,14717.017302704156
2024-11-06 05:00:00,BUY,74768.38,0.03582004431969296,2678.206685311645,Aggressive Momentum (MODERATE),BULL_HIGH_VOL,MODERATE,14779.439034054427
2024-11-06 06:00:00,BUY,74252.57,0.01875581513693136,1392.6674763620556,Aggressive Momentum (MODERATE),BULL_HIGH_VOL,MODERATE,14697.495086957062
2024-11-06 07:00:00,BUY,73370.89,0.009870223568342553,724.1870877082689,Aggressive Momentum (MODERATE),BULL_HIGH_VOL,MODERATE,14540.89072314856
2024-11-06 08:00:00,BUY,73456.04,0.005126566659573533,376.5772856082998,Aggressive Momentum (MODERATE),BULL_HIGH_VOL,MODERATE,14556.855550666409
2024-11-06 09:00:00,BUY,73756.34,0.002654960760204695,195.82018851631594,Aggressive Momentum (MODERATE),BULL_HIGH_VOL,MODERATE,14614.698496139981
2024-11-06 10:00:00,BUY,73830.01,0.0013792020078079942,101.82649802848428,Aggressive Momentum (MODERATE),BULL_HIGH_VOL,MODERATE,14629.084196300113
2024-11-06 11:00:00,BUY,74272.01,0.0007129170056769951,52.949778974811835,Aggressive Momentum (MODERATE),BULL_HIGH_VOL,MODERATE,14716.00409910511
2024-11-06 18:00:00,SELL,75229.99,0.09473485479258675,7126.902178697754,Markov Exit MODERATE: UP-OVERBOUGHT→FLAT-OVERBOUGHT (67%),BULL_HIGH_VOL,MODERATE,14905.075132843032
2024-11-06 19:00:00,BUY,75823.55,0.04547989286760939,3448.446930841824,Aggressive Momentum (MODERATE),BULL_HIGH_VOL,MODERATE,14965.991854954611
2024-11-06 20:00:00,BUY,76101.99,0.023563015947910798,1793.1924040377482,Aggressive Momentum (MODERATE),BULL_HIGH_VOL,MODERATE,15007.231413707153
2024-11-06 21:00:00,BUY,75890.0,0.012286994994065478,932.4600500996291,Aggressive Momentum (MODERATE),BULL_HIGH_VOL,MODERATE,14970.83859544425
2024-11-06 22:00:00,BUY,75638.49,0.0042736550844400985,323.25281736787156,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),SIDEWAYS,CONSERVATIVE,14924.570984397476
2024-11-06 23:00:00,BUY,75571.99,0.00290864268375297,219.8119158101526,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),SIDEWAYS,CONSERVATIVE,14912.053490900342
2024-11-07 00:00:00,BUY,75349.08,0.001983728304989308,149.47210275090376,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),SIDEWAYS,CONSERVATIVE,14869.446110691337
2024-11-07 01:00:00,BUY,75386.0,0.0013482746116071224,101.64102987061453,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),SIDEWAYS,CONSERVATIVE,14876.576298831462
2024-11-07 02:00:00,BUY,75276.01,0.0009181663628560796,69.11590031201787,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),SIDEWAYS,CONSERVATIVE,14855.186144210602
2024-11-07 03:00:00,BUY,75048.01,0.0006262499460301767,46.998812212172155,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),SIDEWAYS,CONSERVATIVE,14810.636814521384
2024-11-11 15:00:00,SELL,84059.54,0.09408866247771058,7909.049687091611,Markov Exit MODERATE: UP-OVERBOUGHT→FLAT-OVERBOUGHT (67%),BULL_HIGH_VOL,MODERATE,16577.05932405839
2024-11-11 16:00:00,BUY,84200.0,0.04565656339976709,3844.282638260389,Aggressive Momentum (MODERATE),BULL_HIGH_VOL,MODERATE,16591.37632538431
2024-11-11 17:00:00,BUY,84603.99,0.023628046051910816,1999.0269718954023,Aggressive Momentum (MODERATE),BULL_HIGH_VOL,MODERATE,16650.999572416087
2024-11-11 18:00:00,SELL,85831.99,0.0821827170252149,7053.906145881076,Markov Exit MODERATE: UP-OVERBOUGHT→FLAT-OVERBOUGHT (67%),BULL_HIGH_VOL,MODERATE,16861.250356805594
2024-11-11 19:00:00,BUY,86102.21,0.05139669441014959,4425.368975408526,Aggressive Momentum (MODERATE),BULL_HIGH_VOL,MODERATE,16885.308388416364
2024-11-11 20:00:00,BUY,86922.65,0.026474018765102462,2301.1918672124334,Aggressive Momentum (MODERATE),BULL_HIGH_VOL,MODERATE,17000.521113097406
2024-11-11 21:00:00,SELL,87900.01,0.08011295517723274,7041.92956120831,Markov Exit MODERATE: UP-OVERBOUGHT→FLAT-OVERBOUGHT (67%),BULL_HIGH_VOL,MODERATE,17163.644441997447
2024-11-11 22:00:00,BUY,87979.28,0.052020725338175686,4576.745960330453,Aggressive Momentum (MODERATE),BULL_HIGH_VOL,MODERATE,17170.52420878409
2024-11-11 23:00:00,BUY,88647.99,0.026846721503463712,2379.9078993718363,Aggressive Momentum (MODERATE),BULL_HIGH_VOL,MODERATE,17263.347683469594
2024-11-12 00:00:00,BUY,88978.57,0.01390842882362972,1237.5521076733548,Aggressive Momentum (MODERATE),BULL_HIGH_VOL,MODERATE,17318.110403162533
2024-11-12 01:00:00,BUY,88542.51,0.007268001505606116,643.5270959901445,Aggressive Momentum (MODERATE),BULL_HIGH_VOL,MODERATE,17239.8093283158
2024-11-12 02:00:00,BUY,87694.53,0.0038159060766375635,334.6340899148751,Aggressive Momentum (MODERATE),BULL_HIGH_VOL,MODERATE,17081.37875564365
2024-11-12 03:00:00,BUY,88047.46,0.001976317394683902,174.00972675573507,Aggressive Momentum (MODERATE),BULL_HIGH_VOL,MODERATE,17148.66444298846
2024-11-12 04:00:00,BUY,88430.57,0.0010232327792638026,90.48505791298226,Aggressive Momentum (MODERATE),BULL_HIGH_VOL,MODERATE,17222.461058618268
2024-11-12 06:00:00,SELL,89545.46,0.09295121673446205,8323.359460047102,Markov Exit MODERATE: UP-OVERBOUGHT→FLAT-OVERBOUGHT (67%),BULL_HIGH_VOL,MODERATE,17438.357687837197
2024-11-12 09:00:00,BUY,87630.89,0.04612830898941412,4042.26477093736,Markov MODERATE: DOWN-NEUTRAL→FLAT-NEUTRAL (79%),BULL_HIGH_VOL,MODERATE,17245.565942561952
2024-11-12 10:00:00,BUY,86787.51,0.024219817815805837,2101.977680887427,Markov MODERATE: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),BULL_HIGH_VOL,MODERATE,17121.736285726158
2024-11-12 11:00:00,BUY,87155.55,0.008360748065280697,728.685596040975,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),SIDEWAYS,CONSERVATIVE,17184.68778993975
2024-11-12 12:00:00,BUY,86348.01,0.005738478574177483,495.506205307863,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),SIDEWAYS,CONSERVATIVE,17039.810247434933
2024-11-12 13:00:00,BUY,86330.52,0.0039029559836932155,336.9442196093468,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),SIDEWAYS,CONSERVATIVE,17036.57207004411
2024-11-12 14:00:00,BUY,87001.51,0.0026335412952528735,229.1220693343558,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),SIDEWAYS,CONSERVATIVE,17163.421025827163
2024-11-12 15:00:00,BUY,86632.0,0.0017984463841001239,155.80300714736194,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),SIDEWAYS,CONSERVATIVE,17092.592978709432
2024-11-12 16:00:00,BUY,87030.31,0.0012173465182441165,105.9460448602061,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),SIDEWAYS,CONSERVATIVE,17169.657777869368
2024-11-12 17:00:00,BUY,86966.07,0.0008284071075643654,72.04331050494014,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),SIDEWAYS,CONSERVATIVE,17157.1504557529
2024-11-12 18:00:00,BUY,88796.41,0.0005517053126737814,48.98945114335929,Markov CONSERVATIVE: UP-NEUTRAL→FLAT-NEUTRAL (70%),SIDEWAYS,CONSERVATIVE,17515.028054340084
2024-11-12 19:00:00,BUY,88704.28,0.0003755492607288433,33.31282677748432,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),SIDEWAYS,CONSERVATIVE,17496.96348885132
2024-11-27 19:00:00,SELL,96627.99,0.11787147406156163,11389.683616905837,Markov Exit AGGRESSIVE: FLAT-OVERBOUGHT→FLAT-OVERBOUGHT (64%),BULL_LOW_VOL,AGGRESSIVE,19053.595785078545
2024-11-27 21:00:00,BUY,96267.86,0.03809528413344347,3667.3514796185577,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),SIDEWAYS,CONSERVATIVE,19025.29641577602
2024-11-27 22:00:00,BUY,96047.47,0.025964234207737268,2493.799006140619,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),SIDEWAYS,CONSERVATIVE,18999.582133326898
2024-11-27 23:00:00,BUY,95863.11,0.017689633939224597,1695.783324175621,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),SIDEWAYS,CONSERVATIVE,18973.284930553527
