timestamp,portfolio_value,btc_price,position,btc_holdings,cash_balance,active_positions,stop_losses_today,borrowed_amount,total_borrowing_costs,net_equity,daily_return,running_max,drawdown
2024-10-10 16:00:00,7406.953521496602,60298.12,Mixed: 0.1021 BTC + $3750.00 cash,0.10210854868272179,3750.0,1,0,2500.0,0.0,7406.953521496602,,7406.953521496602,0.0
2024-10-10 17:00:00,7336.543716611217,59611.01,Mixed: 0.1021 BTC + $3749.75 cash,0.10210854868272179,3749.75,1,0,2500.0,0.25,7336.543716611217,-0.00950590613010327,7406.953521496602,-0.009505906130103305
2024-10-10 18:00:00,7325.163884804799,59502.01,Mixed: 0.1021 BTC + $3749.50 cash,0.10210854868272179,3749.5,1,0,2500.0,0.5,7325.163884804799,-0.0015511161993967404,7406.953521496602,-0.011042277564511723
2024-10-10 19:00:00,7347.915877566555,59727.28,Mixed: 0.1492 BTC + $2811.94 cash,0.14918816623771508,2811.9375,2,0,4374.625,0.75,7347.915877566555,0.003106004605433199,7406.953521496602,-0.00797057032404847
2024-10-10 20:00:00,7358.302016527102,59799.83,Mixed: 0.1844 BTC + $2108.63 cash,0.18444955457485585,2108.625028125,3,0,5780.37501875,1.1874625,7358.302016527102,0.0014134809289605421,7406.953521496602,-0.006568355644233839
2024-10-10 21:00:00,7431.3082843273205,60198.77,Mixed: 0.2107 BTC + $1581.04 cash,0.21071313509265288,1581.035242967344,4,0,6834.398514061562,1.765500001875,7431.3082843273205,0.00992161882404985,7431.3082843273205,0.0
2024-10-10 22:00:00,6906.278332770178,60148.01,Mixed: 0.0961 BTC + $3378.99 cash,0.09609543397872217,3378.98762659097,1,0,2252.658417727313,2.448939853281156,6906.278332770178,-0.07065107938859627,7431.3082843273205,-0.07065107938859623
2024-10-10 23:00:00,6923.194570441528,60326.39,Mixed: 0.1381 BTC + $2534.07 cash,0.13810145771993887,2534.071770561898,2,0,3942.039598101912,2.6742056950538875,6923.194570441528,0.0024493999309416203,7431.3082843273205,-0.06837473220663007
2024-10-11 00:00:00,6904.518495508755,60194.01,Mixed: 0.1697 BTC + $1900.26 cash,0.1696703492915681,1900.2581749515662,3,0,5208.878381402956,3.0684096548640785,6904.518495508755,-0.0026976094262193273,7431.3082843273205,-0.07088789331073353
2024-10-11 01:00:00,6969.242643787192,60578.55,Mixed: 0.1932 BTC + $1424.80 cash,0.19319027450164772,1424.8029653350695,4,0,6158.747024959669,3.589297493004374,6969.242643787192,0.00937417262630813,7431.3082843273205,-0.062178236033435495
2024-10-11 02:00:00,6499.692121629958,60553.31,Mixed: 0.0905 BTC + $3061.91 cash,0.09048314801968264,3061.9140294546805,1,0,2041.276019636453,4.2051721955003405,6499.692121629958,-0.06737468418836301,7431.3082843273205,-0.12536368120565627
2024-10-11 03:00:00,6504.979416281307,60614.0,Mixed: 0.1284 BTC + $2296.28 cash,0.1283668452907675,2296.2824263895377,2,0,3572.1309705628114,4.409299797463985,6504.979416281307,0.0008134684770304546,7431.3082843273205,-0.12465219213145114
2024-10-11 04:00:00,6515.660468210803,60699.99,Mixed: 0.1567 BTC + $1721.94 cash,0.15673495391762823,1721.943909969361,3,0,4720.0935772090525,4.766512894520266,6515.660468210803,0.0016419808958598736,7431.3082843273205,-0.12321488775369813
2024-10-11 05:00:00,6499.516530810859,60600.0,Mixed: 0.1780 BTC + $1291.10 cash,0.17804029922222775,1291.10392545873,4,0,5580.829527514872,5.238522252241172,6499.516530810859,-0.0024777131157629473,7431.3082843273205,-0.12538730972601644
2024-10-11 06:00:00,6114.67336526698,60800.0,Mixed: 0.0854 BTC + $2765.76 cash,0.08540710295970781,2765.7645159502363,1,0,1843.8430106334906,5.796605204992659,6114.67336526698,-0.059211044963042414,7431.3082843273205,-0.17717404105507673
2024-10-11 07:00:00,6103.786616894037,60674.69,Mixed: 0.1196 BTC + $2074.19 cash,0.11959244611905284,2074.18509873688,2,0,3226.633076458077,5.980989506056008,6103.786616894037,-0.0017804300773909265,7431.3082843273205,-0.17863902514084035
2024-10-11 08:00:00,6102.830113621958,60669.39,Mixed: 0.1452 BTC + $1555.40 cash,0.1452297044889149,1555.3968265719257,3,0,4263.564294172695,6.303652813701816,6102.830113621958,-0.00015670653843502524,7431.3082843273205,-0.1787677377760161
2024-10-11 09:00:00,6162.907904379669,61086.0,Mixed: 0.1643 BTC + $1166.23 cash,0.1643212778871875,1166.2278526068812,4,0,5041.049529243949,6.730009243119085,6162.907904379669,0.009844250886750672,7431.3082843273205,-0.17068332135038944
2024-10-11 10:00:00,6174.5635739903955,61160.0,Mixed: 0.1786 BTC + $874.29 cash,0.17861645137869286,874.2928107404678,5,0,5623.911403070928,7.23411419604348,6174.5635739903955,0.001891261364208141,7431.3082843273205,-0.169114866757366
