timestamp,portfolio_value,btc_price,regime,risk_mode,position_size_pct,stop_loss_pct,daily_return,running_max,drawdown
2024-10-26 00:00:00,13338.880000000001,66736.0,SIDEWAYS,CONSERVATIVE,0.4,0.08,,13338.880000000001,0.0
2024-10-26 01:00:00,13335.807917333976,66711.99,SIDEWAYS,CONSERVATIVE,0.4,0.08,-0.0002303103908293247,13338.880000000001,-0.00023031039082931854
2024-10-26 02:00:00,13356.996322481898,66847.18,SIDEWAYS,CONSERVATIVE,0.4,0.08,0.0015888355080746486,13356.996322481898,0.0
2024-10-26 03:00:00,13368.620590465503,66914.0,SIDEWAYS,CONSERVATIVE,0.4,0.08,0.0008702755996150557,13368.620590465503,0.0
2024-10-26 04:00:00,13374.899472725081,66948.07,SIDEWAYS,CONSERVATIVE,0.4,0.08,0.0004696731586544267,13374.899472725081,0.0
2024-10-26 05:00:00,13409.935973189069,67132.0,SIDEWAYS,CONSERVATIVE,0.4,0.08,0.0026195711254082266,13409.935973189069,0.0
2024-10-26 06:00:00,13417.321202939716,67170.03,SIDEWAYS,CONSERVATIVE,0.4,0.08,0.0005507281888155191,13417.321202939716,0.0
2024-10-26 07:00:00,13385.493703917127,67007.99,SIDEWAYS,CONSERVATIVE,0.4,0.08,-0.002372120227368213,13417.321202939716,-0.0023721202273681687
2024-10-26 08:00:00,13410.541275401261,67134.65,SIDEWAYS,CONSERVATIVE,0.4,0.08,0.0018712474891235953,13417.321202939716,-0.0005053115622639741
2024-10-26 09:00:00,13394.676731762152,67054.75,SIDEWAYS,CONSERVATIVE,0.4,0.08,-0.0011829905529771034,13417.321202939716,-0.0016877043364365853
2024-10-26 10:00:00,13394.519873320665,67053.96,SIDEWAYS,CONSERVATIVE,0.4,0.08,-1.1710505944173555e-05,13417.321202939716,-0.0016993950785090665
2024-10-26 11:00:00,13411.206434615167,67138.0,SIDEWAYS,CONSERVATIVE,0.4,0.08,0.0012457752463184146,13417.321202939716,-0.00045573689651323744
2024-10-26 12:00:00,13390.578556784541,67034.11,SIDEWAYS,CONSERVATIVE,0.4,0.08,-0.0015381075469380612,13417.321202939716,-0.001993143471091359
2024-10-26 13:00:00,13362.759017244169,66894.0,SIDEWAYS,CONSERVATIVE,0.4,0.08,-0.002077545747735998,13417.321202939716,-0.004066548372084375
2024-10-26 14:00:00,13343.69575272864,66797.99,SIDEWAYS,CONSERVATIVE,0.4,0.08,-0.0014265964454592828,13417.321202939716,-0.005487343494090732
