timestamp,portfolio_value,btc_price,position,btc_holdings,cash_balance,active_positions,stop_losses_today,daily_return,running_max,drawdown
2024-10-11 02:00:00,7417.140082357049,60553.31,Mixed: 0.0606 BTC + $3750.00 cash,0.06056052232911875,3750.0,1,0,,7417.140082357049,0.0
2024-10-11 03:00:00,7420.8155004572045,60614.0,Mixed: 0.0760 BTC + $2812.50 cash,0.07602724618829321,2812.5,2,0,0.0004955303606706263,7420.8155004572045,0.0
2024-10-11 04:00:00,7427.353083356936,60699.99,Mixed: 0.0876 BTC + $2109.38 cash,0.0876108560043739,2109.375,3,0,0.0008809790378603299,7427.353083356936,0.0
2024-10-11 05:00:00,7418.592873865059,60600.0,Mixed: 0.0963 BTC + $1582.03 cash,0.09631289808358183,1582.03125,4,0,-0.0011794524097025194,7427.353083356936,-0.0011794524097024951
2024-10-11 06:00:00,7437.855453481775,60800.0,Mixed: 0.1028 BTC + $1186.52 cash,0.10281796078917393,1186.5234375,5,0,0.002596527393297965,7437.855453481775,0.0
2024-10-11 07:00:00,7424.9713348152845,60674.69,Mixed: 0.1077 BTC + $889.89 cash,0.10770683388230387,889.892578125,6,0,-0.0017322356890465684,7437.855453481775,-0.0017322356890465166
2024-10-11 08:00:00,7424.400488595707,60669.39,Mixed: 0.1114 BTC + $667.42 cash,0.11137380901640774,667.41943359375,7,0,-7.688194254706904e-05,7437.855453481775,-0.0018089844539488898
2024-10-11 09:00:00,7470.799931170033,61086.0,Mixed: 0.1141 BTC + $500.56 cash,0.11410528363249715,500.5645751953125,8,0,0.006249587780938981,7470.799931170033,0.0
2024-10-11 10:00:00,7479.243722158838,61160.0,Mixed: 0.1162 BTC + $375.42 cash,0.11615141090193515,375.4234313964844,9,0,0.0011302392068586187,7479.243722158838,0.0
2024-10-11 11:00:00,7480.97089363895,61174.87,Mixed: 0.1177 BTC + $281.57 cash,0.11768563333426922,281.5675735473633,10,0,0.0002309286265127497,7480.97089363895,0.0
2024-10-11 12:00:00,7504.994061971474,61379.0,Mixed: 0.1188 BTC + $211.18 cash,0.11883247335099874,211.17568016052246,11,0,0.003211236706314624,7504.994061971474,0.0
2024-10-11 13:00:00,7540.287306556721,61676.0,Mixed: 0.0891 BTC + $2043.45 cash,0.08912435501324906,2043.453586759572,10,0,0.0047026345782310575,7540.287306556721,0.0
2024-10-11 14:00:00,7547.2078127235,61753.65,Mixed: 0.0668 BTC + $3419.39 cash,0.06684326625993679,3419.392143250554,8,0,0.0009178040418647004,7547.2078127235,0.0
2024-10-11 15:00:00,7580.990399491272,62259.05,Mixed: 0.0501 BTC + $4459.79 cash,0.05013244969495259,4459.791707310734,5,0,0.00447617020838087,7580.990399491272,0.0
2024-10-11 16:00:00,7581.639614714822,62272.0,Mixed: 0.0376 BTC + $5240.25 cash,0.03759933727121444,5240.253684161756,0,0,8.563725705190706e-05,7581.639614714822,0.0
2024-10-11 17:00:00,7605.928786592025,62918.0,Mixed: 0.0282 BTC + $5831.67 cash,0.02819950295341083,5831.672459769323,0,0,0.003203683254749068,7605.928786592025,0.0
2024-10-11 18:00:00,7606.043840564075,62922.08,Mixed: 0.0211 BTC + $6275.27 cash,0.02114962721505812,6275.265304968011,0,0,1.5126880000826404e-05,7606.043840564075,0.0
2024-10-11 19:00:00,7609.51089895344,63086.01,Mixed: 0.0159 BTC + $6608.83 cash,0.015862220411293593,6608.826703464369,0,0,0.0004558293985730266,7609.51089895344,0.0
2024-10-11 20:00:00,7608.046340142865,62993.68,Mixed: 0.0119 BTC + $6858.63 cash,0.011896665308470195,6858.6316126339925,0,0,-0.00019246425033392356,7609.51089895344,-0.00019246425033393733
2024-10-11 21:00:00,7606.318944340075,62848.48,Mixed: 0.0089 BTC + $7045.55 cash,0.008922498981352646,7045.553445560513,0,0,-0.0002270485385552634,7609.51089895344,-0.00041946909016241
2024-10-11 22:00:00,7602.765916020711,62450.27,Mixed: 0.0371 BTC + $5284.17 cash,0.03712715464401237,5284.165084170385,1,0,-0.00046711534782639674,7609.51089895344,-0.0008863884975388465
2024-10-11 23:00:00,7606.097335606919,62540.0,Mixed: 0.0278 BTC + $5864.65 cash,0.027845365983009275,5864.648147029518,1,0,0.00043818521088323514,7609.51089895344,-0.00044859168898630066
2024-10-12 00:00:00,7614.450945401822,62840.0,Mixed: 0.0209 BTC + $6302.10 cash,0.020884024487256958,6302.0988466225945,1,0,0.0010982780559218863,7614.450945401822,0.0
2024-10-12 01:00:00,7612.230347078092,62733.67,Mixed: 0.0157 BTC + $6629.63 cash,0.01566301836544272,6629.6317217364685,1,0,-0.00029162947396366157,7614.450945401822,-0.00029162947396370553
2024-10-12 02:00:00,7609.431365696187,62554.97,Mixed: 0.0422 BTC + $4972.22 cash,0.04215824217314525,4972.223791302351,2,0,-0.00036769530798275163,7614.450945401822,-0.0006592175511572632
2024-10-12 03:00:00,7609.980687591703,62568.0,Mixed: 0.0620 BTC + $3729.17 cash,0.062025521738187886,3729.167843476763,3,0,7.218961169597193e-05,7614.450945401822,-0.0005870755281204074
2024-10-12 04:00:00,7610.947045220384,62583.58,Mixed: 0.0769 BTC + $2796.88 cash,0.07692227198592365,2796.8758826075723,4,0,0.00012698555598933403,7614.450945401822,-0.0004601645222435175
2024-10-12 05:00:00,7625.903042562607,62778.01,Mixed: 0.0577 BTC + $4004.13 cash,0.05769170398944273,4004.132672596331,3,0,0.001965063907732212,7625.903042562607,0.0
2024-10-12 06:00:00,7620.243486401243,62679.91,Mixed: 0.0737 BTC + $3003.10 cash,0.07366226246901111,3003.0995044472484,4,0,-0.0007421489795734759,7625.903042562607,-0.0007421489795734597
