timestamp,portfolio_value,btc_price,regime,risk_mode,position_size_pct,stop_loss_pct,daily_return,running_max,drawdown
2025-03-11 00:00:00,14213.888,77673.6,BEAR_HIGH_VOL,SURVIVAL,0.12,0.05,,14213.888,0.0
2025-03-11 01:00:00,14330.452800000001,79130.66,SIDEWAYS,CONSERVATIVE,0.32000000000000006,0.08,0.008200768150135929,14330.452800000001,0.0
2025-03-11 02:00:00,14355.60494290309,79354.53,SIDEWAYS,CONSERVATIVE,0.32000000000000006,0.08,0.0017551533963455768,14355.60494290309,0.0
2025-03-11 03:00:00,14378.133190417397,79522.29,SIDEWAYS,CONSERVATIVE,0.32000000000000006,0.08,0.0015692997685510246,14378.133190417397,0.0
2025-03-11 04:00:00,14413.579973375825,79759.91,SIDEWAYS,CONSERVATIVE,0.32000000000000006,0.08,0.0024653258172662174,14413.579973375825,0.0
2025-03-11 05:00:00,14493.51097740264,80261.78,SIDEWAYS,CONSERVATIVE,0.32000000000000006,0.08,0.005545534431727672,14493.51097740264,0.0
2025-03-11 06:00:00,14466.530294295664,80099.33,SIDEWAYS,CONSERVATIVE,0.32000000000000006,0.08,-0.0018615698535049408,14493.51097740264,-0.0018615698535049872
2025-03-11 07:00:00,14522.124339300688,80424.95,SIDEWAYS,CONSERVATIVE,0.32000000000000006,0.08,0.003842942562871876,14522.124339300688,0.0
2025-03-11 08:00:00,14644.920089562027,81131.16,SIDEWAYS,CONSERVATIVE,0.32000000000000006,0.08,0.008455770477671987,14644.920089562027,0.0
2025-03-11 09:00:00,14702.864997022656,81460.39,SIDEWAYS,CONSERVATIVE,0.32000000000000006,0.08,0.003956655762289207,14702.864997022656,0.0
2025-03-11 10:00:00,14764.59035200651,81808.26,SIDEWAYS,CONSERVATIVE,0.32000000000000006,0.08,0.0041981855234576315,14764.59035200651,0.0
2025-03-11 11:00:00,14748.904475101166,81720.34,SIDEWAYS,CONSERVATIVE,0.32000000000000006,0.08,-0.0010623983823033756,14764.59035200651,-0.001062398382303347
2025-03-11 12:00:00,14660.29198797321,81225.5,SIDEWAYS,CONSERVATIVE,0.32000000000000006,0.08,-0.006008072482776572,14764.59035200651,-0.00706408789859344
2025-03-11 13:00:00,14601.585172024701,80898.49,SIDEWAYS,CONSERVATIVE,0.32000000000000006,0.08,-0.004004477946051188,14764.59035200651,-0.01104027786044575
2025-03-11 14:00:00,14399.53757100561,79773.04,SIDEWAYS,CONSERVATIVE,0.32000000000000006,0.08,-0.013837374410977987,14764.59035200651,-0.02472488381306754
2025-03-11 15:00:00,14661.501993598402,81232.24,SIDEWAYS,CONSERVATIVE,0.32000000000000006,0.08,0.018192558011048465,14764.59035200651,-0.006982134685104745
2025-03-11 16:00:00,14689.249540991454,81386.8,SIDEWAYS,CONSERVATIVE,0.32000000000000006,0.08,0.0018925446659672218,14764.59035200651,-0.005102804020892932
2025-03-11 17:00:00,14674.666639369187,81305.57,SIDEWAYS,CONSERVATIVE,0.32000000000000006,0.08,-0.0009927601530338448,14764.59035200651,-0.006090498313426089
2025-03-11 18:00:00,15029.297026880915,83280.94,SIDEWAYS,CONSERVATIVE,0.32000000000000006,0.08,0.024166163104538674,15029.297026880915,0.0
2025-03-11 19:00:00,14997.533481589424,83104.01,BULL_LOW_VOL,AGGRESSIVE,0.6000000000000001,0.15,-0.0021134418485894146,15029.297026880915,-0.0021134418485894433
2025-03-11 20:00:00,14942.898316617067,82799.68,BULL_LOW_VOL,AGGRESSIVE,0.6000000000000001,0.15,-0.003642943357281103,15029.297026880915,-0.005748686056927186
2025-03-11 21:00:00,14998.7381014329,83110.72,BULL_LOW_VOL,AGGRESSIVE,0.6000000000000001,0.15,0.003736877788543591,15029.297026880915,-0.0020332904056229594
2025-03-11 22:00:00,15002.824114493626,83133.48,SIDEWAYS,CONSERVATIVE,0.32000000000000006,0.08,0.00027242378879432927,15029.297026880915,-0.0017614205335047142
2025-03-11 23:00:00,14966.830935295691,82932.99,SIDEWAYS,CONSERVATIVE,0.32000000000000006,0.08,-0.0023990935921965884,15029.297026880915,-0.0041562883129862204
2025-03-12 00:00:00,14936.765706504837,82765.52,SIDEWAYS,CONSERVATIVE,0.32000000000000006,0.08,-0.002008790566341734,15029.297026880915,-0.006156729766573873
2025-03-12 01:00:00,15035.160347907424,83313.6,SIDEWAYS,CONSERVATIVE,0.32000000000000006,0.08,0.00658741278640651,15035.160347907424,0.0
2025-03-12 02:00:00,14876.672949395128,82430.79,SIDEWAYS,CONSERVATIVE,0.32000000000000006,0.08,-0.010541117942540201,15035.160347907424,-0.010541117942540196
2025-03-12 03:00:00,14822.26398725478,82127.72,SIDEWAYS,CONSERVATIVE,0.32000000000000006,0.08,-0.0036573340239061114,15035.160347907424,-0.014159899577145101
