timestamp,portfolio_value,btc_price,position,btc_holdings,cash_balance,active_positions,market_regime,portfolio_heat,position_size_pct,stop_losses_today,daily_return,running_max,drawdown
2024-10-26 00:00:00,7663.93795048,66736.0,Mixed: 0.0399 BTC + $5000.00 cash,0.039917555,5000.0,0,SIDEWAYS,0.0,0.15,0,,7663.93795048,0.0
2024-10-26 01:00:00,7662.97952998445,66711.99,Mixed: 0.0399 BTC + $5000.00 cash,0.039917555,5000.0,0,SIDEWAYS,0.0,0.15,0,-0.00012505587881095348,7663.93795048,-0.00012505587881096007
2024-10-26 02:00:00,7668.3759842449,66847.18,Mixed: 0.0399 BTC + $5000.00 cash,0.039917555,5000.0,0,SIDEWAYS,0.0,0.15,0,0.0007042240213919193,7668.3759842449,0.0
2024-10-26 03:00:00,7671.04327527,66914.0,Mixed: 0.0399 BTC + $5000.00 cash,0.039917555,5000.0,0,SIDEWAYS,0.0,0.15,0,0.00034782997476656696,7671.04327527,0.0
2024-10-26 04:00:00,7672.40326636885,66948.07,Mixed: 0.0399 BTC + $5000.00 cash,0.039917555,5000.0,0,SIDEWAYS,0.0,0.15,0,0.0001772889358133689,7672.40326636885,0.0
2024-10-26 05:00:00,7679.74530226,67132.0,Mixed: 0.0399 BTC + $5000.00 cash,0.039917555,5000.0,0,SIDEWAYS,0.0,0.15,0,0.0009569408223539799,7679.74530226,0.0
2024-10-26 06:00:00,7681.26336687665,67170.03,Mixed: 0.0399 BTC + $5000.00 cash,0.039917555,5000.0,0,SIDEWAYS,0.0,0.15,0,0.00019767121914870955,7681.26336687665,0.0
2024-10-26 07:00:00,7674.79512626445,67007.99,Mixed: 0.0399 BTC + $5000.00 cash,0.039917555,5000.0,0,SIDEWAYS,0.0,0.15,0,-0.0008420803067491489,7681.26336687665,-0.0008420803067491025
2024-10-26 08:00:00,7679.85108378075,67134.65,Mixed: 0.0399 BTC + $5000.00 cash,0.039917555,5000.0,0,SIDEWAYS,0.0,0.15,0,0.0006587742647354844,7681.26336687665,-0.0001838607828486269
2024-10-26 09:00:00,7676.661671136249,67054.75,Mixed: 0.0399 BTC + $5000.00 cash,0.039917555,5000.0,0,SIDEWAYS,0.0,0.15,0,-0.0004152961574002134,7681.26336687665,-0.0005990805835722785
2024-10-26 10:00:00,7676.6301362678005,67053.96,Mixed: 0.0399 BTC + $5000.00 cash,0.039917555,5000.0,0,SIDEWAYS,0.0,0.15,0,-4.1078882722089816e-06,7681.26336687665,-0.0006031860108884318
2024-10-26 11:00:00,7679.98480759,67138.0,Mixed: 0.0399 BTC + $5000.00 cash,0.039917555,5000.0,0,SIDEWAYS,0.0,0.15,0,0.0004369979095841803,7681.26336687665,-0.00016645169233016333
2024-10-26 12:00:00,7675.83777280105,67034.11,Mixed: 0.0399 BTC + $5000.00 cash,0.039917555,5000.0,0,SIDEWAYS,0.0,0.15,0,-0.0005399795563204579,7681.26336687665,-0.0007063413681395946
2024-10-26 13:00:00,7670.24492417,66894.0,Mixed: 0.0399 BTC + $5000.00 cash,0.039917555,5000.0,0,SIDEWAYS,0.0,0.15,0,-0.0007286303849292075,7681.26336687665,-0.001434457091285872
2024-10-26 14:00:00,7666.41243971445,66797.99,Mixed: 0.0399 BTC + $5000.00 cash,0.039917555,5000.0,0,SIDEWAYS,0.0,0.15,0,-0.0004996560727119626,7681.26336687665,-0.0019333964288011751
2024-10-26 15:00:00,7669.94514333195,66886.49,Mixed: 0.0399 BTC + $5000.00 cash,0.039917555,5000.0,0,SIDEWAYS,0.0,0.15,0,0.0004608027086046018,7681.26336687665,-0.0014734846345077787
2024-10-26 16:00:00,7673.67743472445,66979.99,Mixed: 0.0399 BTC + $5000.00 cash,0.039917555,5000.0,0,SIDEWAYS,0.0,0.15,0,0.00048661252756732054,7681.26336687665,-0.0009875891230227201
2024-10-26 17:00:00,7676.95107341,67062.0,Mixed: 0.0399 BTC + $5000.00 cash,0.039917555,5000.0,0,SIDEWAYS,0.0,0.15,0,0.00042660624106205525,7681.26336687665,-0.0005614041936441666
