timestamp,signal,price,btc_amount,usd_amount,reason,regime,risk_mode,portfolio_value
2025-03-11 01:00:00,BUY,79130.66,0.03235155627414204,2560.0000000000005,Markov CONSERVATIVE: UP-NEUTRAL→FLAT-NEUTRAL (72%),SIDEWAYS,CONSERVATIVE,14330.452800000001
2025-03-11 02:00:00,BUY,79354.53,0.02193699590937027,1740.8000000000004,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),SIDEWAYS,CONSERVATIVE,14355.60494290309
2025-03-11 03:00:00,BUY,79522.29,0.014885688025332272,1183.7440000000001,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),SIDEWAYS,CONSERVATIVE,14378.133190417397
2025-03-11 04:00:00,BUY,79759.91,0.010092111688691724,804.94592,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),SIDEWAYS,CONSERVATIVE,14413.579973375825
2025-03-11 05:00:00,BUY,80261.78,0.006819724476581506,547.3632256,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),SIDEWAYS,CONSERVATIVE,14493.51097740264
2025-03-11 06:00:00,BUY,80099.33,0.004646817812433636,372.2069934079999,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),SIDEWAYS,CONSERVATIVE,14466.530294295664
2025-03-11 07:00:00,BUY,80424.95,0.0031470427462801025,253.10075551743992,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),SIDEWAYS,CONSERVATIVE,14522.124339300688
2025-03-11 08:00:00,BUY,81131.16,0.0021213614319314446,172.10851375185914,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),SIDEWAYS,CONSERVATIVE,14644.920089562027
2025-03-11 09:00:00,BUY,81460.39,0.0014366956670753012,117.03378935126419,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),SIDEWAYS,CONSERVATIVE,14702.864997022656
2025-03-11 10:00:00,BUY,81808.26,0.0009727987951199505,79.58297675885964,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),SIDEWAYS,CONSERVATIVE,14764.59035200651
2025-03-11 11:00:00,BUY,81720.34,0.0006622148683672211,54.116424196024546,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),SIDEWAYS,CONSERVATIVE,14748.904475101166
2025-03-11 12:00:00,BUY,81225.5,0.00045304945433757485,36.79916845329669,Markov CONSERVATIVE: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),SIDEWAYS,CONSERVATIVE,14660.29198797321
