timestamp,signal,price,btc_amount,usd_amount,reason,portfolio_value,position_type,borrowed_amount,leverage,penalty,loan_repayment
2024-10-12 02:00:00,BUY,62554.97,0.05857660319126049,3664.257655331204,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),5871.6106982907395,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $2442.84)",2442.8384368874695,3.0,,
2024-10-12 03:00:00,BUY,62568.0,0.04391926509975554,2747.9405787615046,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),5872.435317071169,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $1831.96)",1831.9603858410032,3.0,,
2024-10-12 04:00:00,LIQUIDATION,62583.58,0.022241650558751127,1322.3640112218636,Forced liquidation - equity below 15%,5804.390204720042,LIQUIDATION,,3.0,69.5981058537823,
2024-10-12 04:00:00,LIQUIDATION,62583.58,0.05857660319126049,3482.6368553510806,Forced liquidation - equity below 15%,5621.093528122616,LIQUIDATION,,3.0,183.29667659742532,
2024-10-12 04:00:00,LIQUIDATION,62583.58,0.04391926509975554,2611.193598866171,Forced liquidation - equity below 15%,5483.662286077028,LIQUIDATION,,3.0,137.43124204558796,
2024-10-12 04:00:00,BUY,62583.58,0.05947428327076278,3722.113565018444,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),5483.662286077029,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $2481.41)",2481.4090433456295,3.0,,
2024-10-12 05:00:00,SELL,62778.01,0.016949165277874066,1064.034867306031,Technical: RSI overbought (65.2) or above BB upper,5496.595849992602,SELL,,1.0,,707.1596274007026
2024-10-12 06:00:00,BUY,62679.91,0.048802278581899415,3058.922429308383,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),5491.430285709731,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $2039.28)",2039.2816195389219,3.0,,
2024-10-12 07:00:00,BUY,62767.57,0.03654603495329875,2293.905807153626,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),5499.784231831445,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $1529.27)",1529.2705381024175,3.0,,
2024-10-12 08:00:00,LIQUIDATION,62725.58,0.04252511799288872,2534.042056138762,Forced liquidation - equity below 15%,5360.160455105071,LIQUIDATION,,3.0,133.37063453361904,
2024-10-12 08:00:00,LIQUIDATION,62725.58,0.048802278581899415,2908.0936679026577,Forced liquidation - equity below 15%,5207.102893636511,LIQUIDATION,,3.0,153.05756146856092,
2024-10-12 08:00:00,LIQUIDATION,62725.58,0.03654603495329875,2177.75267718864,Forced liquidation - equity below 15%,5092.484331679214,LIQUIDATION,,3.0,114.61856195729686,
2024-10-12 08:00:00,BUY,62725.58,0.05464825938604387,3427.8437659800456,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),5092.484331679214,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $2285.23)",2285.2291773200304,3.0,,
2024-10-12 09:00:00,BUY,62843.32,0.04090667762773729,2570.7114322967354,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),5099.6699715885625,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $1713.81)",1713.807621531157,3.0,,
2024-10-12 10:00:00,SELL,63043.73,0.025969328713628656,1637.2033477032523,Technical: RSI overbought (68.1) or above BB upper,5120.088120578672,SELL,,1.0,,1085.9608038486742
2024-10-12 11:00:00,BUY,62936.91,0.037195138332243305,2340.947073653947,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),5111.474681899602,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $1560.63)",1560.6313824359647,3.0000000000000004,,
2024-10-12 12:00:00,LIQUIDATION,63056.26,0.028678930672415212,1717.966803551699,Forced liquidation - equity below 15%,5034.345563617637,LIQUIDATION,,3.0,90.41930545008944,
2024-10-12 12:00:00,LIQUIDATION,63056.26,0.04090667762773729,2450.4509952192466,Forced liquidation - equity below 15%,4905.374458606097,LIQUIDATION,,3.0,128.9711050115393,
2024-10-12 12:00:00,LIQUIDATION,63056.26,0.037195138332243305,2228.116997743205,Forced liquidation - equity below 15%,4788.105142935401,LIQUIDATION,,3.0000000000000004,117.26931567069501,
2024-10-12 12:00:00,SELL,63056.26,0.002080594460183367,131.19450523588205,Technical: RSI overbought (66.6) or above BB upper,4788.105142935402,SELL,,1.0,,0.0
2024-10-12 13:00:00,SELL,63072.12,0.0015604458451375252,98.42062759801541,Technical: RSI overbought (66.9) or above BB upper,4788.204137619817,SELL,,1.0,,0.0
2024-10-12 14:00:00,SELL,63234.99,0.001170334383853144,74.00608305960972,Technical: RSI overbought (69.7) or above BB upper,4788.966587064209,SELL,,1.0,,0.0
2024-10-12 15:00:00,SELL,63157.49,0.000877750787889858,55.436536608645824,Technical: RSI overbought (66.8) or above BB upper,4788.6944843199635,SELL,,1.0,,0.0
2024-10-12 16:00:00,BUY,63064.06,0.05497249393506414,3466.788655870521,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),4788.448459551626,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $2311.19)",2311.192437247014,3.0,,
2024-10-12 17:00:00,BUY,63103.47,0.04120087457108297,2599.918152470097,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),4790.487582769534,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $1733.28)",1733.278768313398,3.0,,
2024-10-12 18:00:00,BUY,62936.01,0.030978056584968695,1949.6352790121557,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),4773.5369789181195,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $1299.76)",1299.7568526747705,3.0,,
2024-10-12 19:00:00,LIQUIDATION,63000.01,0.05497249393506414,3290.104284252281,Forced liquidation - equity below 15%,4608.145392087702,LIQUIDATION,,3.0,173.16338338169902,
2024-10-12 19:00:00,LIQUIDATION,63000.01,0.04120087457108297,2465.8727344876243,Forced liquidation - equity below 15%,4478.3626165883525,LIQUIDATION,,3.0,129.78277549934865,
2024-10-12 19:00:00,LIQUIDATION,63000.01,0.030978056584968695,1854.0369809019141,Forced liquidation - equity below 15%,4380.781722856675,LIQUIDATION,,3.0,97.5808937316797,
2024-10-12 19:00:00,BUY,63000.01,0.05017721581646935,3161.165098209727,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),4380.781722856675,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $2107.44)",2107.4433988064848,3.0,,
2024-10-12 20:00:00,BUY,63043.29,0.0376045692634757,2370.715765402385,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),4382.85661557963,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $1580.48)",1580.4771769349234,3.0000000000000004,,
2024-10-12 21:00:00,BUY,63221.16,0.028119702802172693,1777.7602300086082,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),4398.569946232151,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $1185.17)",1185.1734866724055,3.0,,
2024-10-12 22:00:00,LIQUIDATION,63296.63,0.05017721581646935,3017.2462307669475,Forced liquidation - equity below 15%,4248.226020473999,LIQUIDATION,,3.0,158.80243319826042,
2024-10-12 22:00:00,LIQUIDATION,63296.63,0.0376045692634757,2261.230381630614,Forced liquidation - equity below 15%,4129.213895125019,LIQUIDATION,,3.0000000000000004,119.01212534897968,
2024-10-12 22:00:00,LIQUIDATION,63296.63,0.028119702802172693,1690.8883027801337,Forced liquidation - equity below 15%,4040.2197739260646,LIQUIDATION,,3.0,88.99412119895442,
2024-10-12 22:00:00,SELL,63296.63,0.0006583130909173923,41.66900013995454,Technical: RSI overbought (66.5) or above BB upper,4040.2197739260646,SELL,,1.0,,0.0
2024-10-12 23:00:00,BUY,63206.22,0.04645760464918884,2936.4095801296526,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),4040.0412196664156,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $1957.61)",1957.6063867531018,3.0000000000000004,,
2024-10-13 00:00:00,BUY,63190.23,0.03484969693286815,2202.160364618233,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),4039.0710226504293,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $1468.11)",1468.1069097454888,3.0,,
2024-10-13 01:00:00,LIQUIDATION,62879.26,0.04645760464918884,2775.158811627876,Forced liquidation - equity below 15%,3866.769182796481,LIQUIDATION,,3.0000000000000004,146.0609900856777,
2024-10-13 01:00:00,LIQUIDATION,62879.26,0.03484969693286815,2081.756996644868,Forced liquidation - equity below 15%,3757.20302507833,LIQUIDATION,,3.0,109.56615771815096,
2024-10-13 01:00:00,BUY,62879.26,0.04333329032175398,2724.7652287970523,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),3757.203025078329,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $1816.51)",1816.510152531368,3.0,,
2024-10-13 02:00:00,BUY,62867.2,0.032504035225624006,2043.4376833363494,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),3756.474956814167,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $1362.29)",1362.2917888908996,3.0,,
2024-10-13 03:00:00,BUY,62712.31,0.024434434839932632,1532.3398523566555,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),3744.1047349220344,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $1021.56)",1021.5599015711036,3.0,,
2024-10-13 04:00:00,LIQUIDATION,62814.0,0.04333329032175398,2585.8404333571216,Forced liquidation - equity below 15%,3617.9853007126344,LIQUIDATION,,3.0,136.09686491353273,
2024-10-13 04:00:00,LIQUIDATION,62814.0,0.032504035225624006,1939.6230452292289,Forced liquidation - equity below 15%,3515.899877279517,LIQUIDATION,,3.0,102.08542343311733,
2024-10-13 04:00:00,LIQUIDATION,62814.0,0.024434434839932632,1458.083360533752,Forced liquidation - equity below 15%,3439.1586477777405,LIQUIDATION,,3.0,76.74122950177643,
2024-10-13 04:00:00,BUY,62814.0,0.039582395791134393,2486.3286092243156,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),3439.1586477777405,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $1657.55)",1657.552406149544,3.0,,
2024-10-13 05:00:00,BUY,62853.92,0.029665964199015363,1864.6221404877756,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),3440.651861352875,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $1243.08)",1243.0814269918505,3.0,,
2024-10-13 06:00:00,BUY,62867.29,0.022241280924123592,1398.249057828346,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),3441.3140534807067,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $932.17)",932.1660385522306,2.9999999999999996,,
2024-10-13 07:00:00,LIQUIDATION,62843.48,0.039582395791134393,2363.1207233396267,Forced liquidation - equity below 15%,3314.3306069266728,LIQUIDATION,,3.0,124.37477491261194,
2024-10-13 07:00:00,LIQUIDATION,62843.48,0.029665964199015363,1771.096806430461,Forced liquidation - equity below 15%,3221.1149855355948,LIQUIDATION,,3.0,93.21562139107691,
2024-10-13 07:00:00,LIQUIDATION,62843.48,0.022241280924123592,1327.8335182830654,Forced liquidation - equity below 15%,3151.2290108891184,LIQUIDATION,,2.9999999999999996,69.88597464647714,
2024-10-13 07:00:00,BUY,62843.48,0.03612686177866867,2270.337715650529,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),3151.229010889118,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $1513.56)",1513.5584771003528,3.0,,
2024-10-13 08:00:00,BUY,62809.99,0.027107786036140336,1702.6397698521141,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),3149.801625724196,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $1135.09)",1135.0931799014093,3.0,,
2024-10-13 09:00:00,BUY,62830.0,0.020321202904899097,1276.7811785148103,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),3150.841604396118,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $851.19)",851.1874523432068,3.0,,
2024-10-13 10:00:00,LIQUIDATION,62700.99,0.03612686177866867,2151.9304991599015,Forced liquidation - equity below 15%,3026.1977933124713,LIQUIDATION,,3.0,113.2594999557843,
2024-10-13 10:00:00,LIQUIDATION,62700.99,0.027107786036140336,1614.700770115466,Forced liquidation - equity below 15%,2941.2135422537617,LIQUIDATION,,3.0,84.98425105870875,
2024-10-13 10:00:00,LIQUIDATION,62700.99,0.020321202904899097,1210.4515631216468,Forced liquidation - equity below 15%,2877.5055652473593,LIQUIDATION,,3.0,63.707977006402466,
2024-10-13 10:00:00,BUY,62700.99,0.03293817511082266,2065.2561882419404,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),2877.5055652473593,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $1376.84)",1376.8374588279603,3.0,,
2024-10-13 11:00:00,BUY,62561.33,0.02475712837901693,1548.8388783720432,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),2872.4919159466663,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $1032.56)",1032.5592522480288,3.0,,
2024-10-13 12:00:00,BUY,62664.01,0.018534537672033783,1161.4484540257017,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),2878.377916802421,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $774.30)",774.2989693504678,3.0,,
2024-10-13 13:00:00,LIQUIDATION,62660.0,0.03293817511082266,1960.71074982194,Forced liquidation - equity below 15%,2774.550643442629,LIQUIDATION,,3.0,103.19530262220738,
2024-10-13 13:00:00,LIQUIDATION,62660.0,0.02475712837901693,1473.7175810177407,Forced liquidation - equity below 15%,2696.986560231168,LIQUIDATION,,3.0,77.56408321146004,
2024-10-13 13:00:00,LIQUIDATION,62660.0,0.018534537672033783,1103.305424003155,Forced liquidation - equity below 15%,2638.917853704686,LIQUIDATION,,3.0,58.06870652648185,
2024-10-13 13:00:00,BUY,62660.0,0.030104949236443156,1886.3761191555282,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),2638.917853704686,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $1257.58)",1257.5840794370188,3.0,,
2024-10-13 14:00:00,BUY,62249.6,0.022726053991683294,1414.6877705606883,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),2625.6265090525685,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $943.13)",943.1251803737921,3.0,,
2024-10-13 15:00:00,BUY,62229.31,0.017047445564253087,1060.8507747260303,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),2624.2944255532443,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $707.23)",707.2338498173535,3.0,,
2024-10-13 16:00:00,LIQUIDATION,62629.1,0.030104949236443156,1791.1735824129157,Forced liquidation - equity below 15%,2558.4576034456345,LIQUIDATION,,3.0,94.27229381120611,
2024-10-13 16:00:00,LIQUIDATION,62629.1,0.022726053991683294,1352.1466926480055,Forced liquidation - equity below 15%,2487.2919880431073,LIQUIDATION,,3.0,71.16561540252661,
2024-10-13 16:00:00,LIQUIDATION,62629.1,0.017047445564253087,1014.2828643387548,Forced liquidation - equity below 15%,2433.9086793936995,LIQUIDATION,,3.0,53.38330864940815,
2024-10-13 16:00:00,BUY,62629.1,0.027665494277259842,1732.6650076399344,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),2433.9086793936995,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $1155.11)",1155.1100050932896,3.0,,
2024-10-13 17:00:00,BUY,62515.59,0.02078540924719048,1299.4121224795688,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),2430.428682780928,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $866.27)",866.2747483197124,3.0,,
2024-10-13 18:00:00,BUY,62414.0,0.015612001922696359,974.4074880031706,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),2425.1037829358193,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $649.60)",649.6049920021137,3.0,,
2024-10-13 19:00:00,LIQUIDATION,62734.32,0.027665494277259842,1648.7971724003983,Forced liquidation - equity below 15%,2359.211127834567,LIQUIDATION,,3.0,86.77879854738939,
2024-10-13 19:00:00,LIQUIDATION,62734.32,0.02078540924719048,1238.7605892919962,Forced liquidation - equity below 15%,2294.0132020823557,LIQUIDATION,,3.0,65.19792575221034,
2024-10-13 19:00:00,LIQUIDATION,62734.32,0.015612001922696359,930.4379082360962,Forced liquidation - equity below 15%,2245.042785859404,LIQUIDATION,,3.0,48.97041622295244,
2024-10-13 19:00:00,BUY,62734.32,0.025358683016831984,1590.8597351565031,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),2245.042785859403,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $1060.57)",1060.5731567710022,3.0,,
2024-10-13 20:00:00,BUY,62762.91,0.019009081293085667,1193.0652583806195,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (95%),2245.718196804985,"LEVERAGED BUY (Leverage: 3.0x, Borrowed: $795.38)",795.3768389204131,3.0,,
